image_id,original,modified
"3160    239717
Name: id, dtype: int64",A guy is posing with a plate of food. ,A food is posing with a plate of guy. 
"3160    239717
Name: id, dtype: int64",Server smiling while carrying food inside a busy restaurant.,Server smiling while carrying food interior a busy restaurant.
"3161    326174
Name: id, dtype: int64",A group of people are taking surfing lessons.,A group of people are remove surfing lessons.
"3161    326174
Name: id, dtype: int64","A group of men, women and children walking toward the water with surfboards.","A group of men, a women and children walking toward the water with surfboards."
"3161    326174
Name: id, dtype: int64",A mixed age group is going toward the ocean with surfboards.,A conflate age group is perish toward the ocean with surfboards.
"3161    326174
Name: id, dtype: int64",A group of surfers are carrying their surf boards into the ocean.,A group of surfers are gestate their surfboard boards into the ocean.
"3161    326174
Name: id, dtype: int64",Several people are getting ready to enter the water for surfing.,Several people are fetch ready to record the water for surfing.
"3162    432085
Name: id, dtype: int64",A man leaning his mouth down to a plate that has a sandwich on it and a blue water bottle behind it.,A man tendency leaning his mouth down to a plate that has a sandwich on it and a blue water bottle behind piss it.
"3162    432085
Name: id, dtype: int64","Without using hands, a man tries to bite a pair of sandwiches.","humans Without using hands, a man tries to bite a pair of sandwiches."
"3162    432085
Name: id, dtype: int64",A man eating a sandwich off of a white plate.,A man eating a sandwich off of a blank white plate.
"3162    432085
Name: id, dtype: int64",A smiling guy sticking his face near a big sandwich.,A smiling guy his face near a sandwich.
"3162    432085
Name: id, dtype: int64",A man taking a bite of a sandwich without using his hands ,A man taking a sharpness bite of a sandwich without using his hands 
"3163    48396
Name: id, dtype: int64",A woman standing next to a young boy holding a knife.,A woman standing next to a young boy digest holding a knife.
"3163    48396
Name: id, dtype: int64",A woman and child are about to cut a cake,A woman and child are about cut to a cake
"3163    48396
Name: id, dtype: int64",an image of a woman that is next to a boy,an image of a woman AN that is next to a boy
"3163    48396
Name: id, dtype: int64",A woman holding a knife about to cut some cake,A woman holding a knife to cut cake
"3163    48396
Name: id, dtype: int64",A woman in a tan sweater holding a knife by a young boy in a plaid shirt.,A woman in a tan retention sweater holding a knife by a retentivity young boy in a plaid shirt.
"3164    82765
Name: id, dtype: int64",A bed and window in a small room.,A bed and window Indiana in a small room.
"3164    82765
Name: id, dtype: int64",Black and white photograph of a bed with a laptop on it.,nigrify and tweed photograph of a bed with a laptop on it.
"3164    82765
Name: id, dtype: int64",A bed in front of a window with a pad of paper on top.,A in front of a window with a pad of on top.
"3164    82765
Name: id, dtype: int64",a bed with a square object on it next to a window.,a bed with a square it next to a window.
"3164    82765
Name: id, dtype: int64",Black and white picture of an object laying on a bed with sun coming through the window.,dark and white film of an object laying on a screw with sun coming through the window.
"3165    471756
Name: id, dtype: int64",a small boy is riding a wave on a green yellow and black body board,a small boy is riding son a jaundiced wave on a green yellow and black body board
"3165    471756
Name: id, dtype: int64",A kid on a surfboard in the water.,A kid a surfboard in the water.
"3165    471756
Name: id, dtype: int64",A boy smiles as he rides his boogie board to shore.,A rides smiles as he boy his boogie board to shore.
"3165    471756
Name: id, dtype: int64",there is a young boy riding a surf board in the water,there is a young boy riding a surf board in the inwards water
"3165    471756
Name: id, dtype: int64",A smiling young boy lying on a surfboard rides in on the surf.,A smiling young the lying on a surfboard rides in on boy surf.
"3166    220584
Name: id, dtype: int64",a surfer that has fallen off of his surf board,a surfer that of fallen off has his surf board
"3166    220584
Name: id, dtype: int64",A surfer takes a spill on a small wave.,surfer takes a spill on a small wave.
"3166    220584
Name: id, dtype: int64",A surfer loses his balance at the end of a ride,A surfer loses his at balance the end of a ride
"3166    220584
Name: id, dtype: int64",A man in wetsuit and a surfboard in the waves.,man in wetsuit and surfboard in the waves.
"3166    220584
Name: id, dtype: int64",A surfer falls off of his board at a beach.,ampere surfer flow off of his board at a beach.
"3167    79031
Name: id, dtype: int64",A kid on a surboard riding a little wave,A kid on a surboard riding a wave little
"3167    79031
Name: id, dtype: int64",A young surf boarder is riding in the water,A young surf boarder is riding in roomer the water
"3167    79031
Name: id, dtype: int64",A young surfer boy has rode the wave into shore.,A young surfer boy has rode the surfboarder wave into shore.
"3167    79031
Name: id, dtype: int64",A boy riding a wave on a surfboard.,A boy tantalize a wave on a surfboard.
"3167    79031
Name: id, dtype: int64",A young boy catching a small wave on his surfboard.,A young boy a small wave his surfboard.
"3168    513524
Name: id, dtype: int64",a man riding a blue surfboard on top of a wave.,a top riding a blue surfboard on man of a wave.
"3168    513524
Name: id, dtype: int64",A young surfer is surfing in the middle of an ocean. ,A is surfing in the middle of an ocean. 
"3168    513524
Name: id, dtype: int64",A surfer riding the top of a choppy wave,A angstrom surfer riding the top of a choppy wave
"3168    513524
Name: id, dtype: int64",A man in a wetsuit on a blue surfboard.,A man in a wetsuit on blue surfboard.
"3168    513524
Name: id, dtype: int64",a person riding a surf board on a wave,a person riding a surf board a wave
"3169    274460
Name: id, dtype: int64",A group of people on a beach with surf boards.,adenine group of people on a beach with surf gameboard.
"3169    274460
Name: id, dtype: int64",a bunch of people sitting on a beach ,a bunch of people sitting a beach 
"3169    274460
Name: id, dtype: int64",Groups of competitive surfers sitting with their surfboards on the beach.,Groups of competitive surfboarder seated with their surfboards on the beach.
"3169    274460
Name: id, dtype: int64",a group of people on a beach with buildings in the background and surfboards in the  foreground,group of on a beach with buildings in the background and surfboards in  foreground
"3169    274460
Name: id, dtype: int64",A group of young people gather with surfboards on a tropical beach.,of group A young people gather with surfboards on a tropical beach.
"3170    274066
Name: id, dtype: int64",A group of people swimming in the ocean with a surfboard.,A group of people swimming in ocean a surfboard.
"3170    274066
Name: id, dtype: int64",A woman and children surfing in the ocean.,surfing woman and children A in the ocean.
"3170    274066
Name: id, dtype: int64",Children are riding surfboards close to the shore.,Children are to surfboards close riding the shore.
"3170    274066
Name: id, dtype: int64",People inside the water at the beach with their surf boards,People beach the water at the inside with their surf boards
"3170    274066
Name: id, dtype: int64",An instructor is teaching the little girl how to surf.,instructor is teaching the girl how to surf.
"3171    278973
Name: id, dtype: int64",A man with long hair wearing a red suit surfing. ,A man with surfing hair wearing a red suit long. 
"3171    278973
Name: id, dtype: int64",a man that is on a surfboard in water,a man that is a surfboard in water
"3171    278973
Name: id, dtype: int64",a man on a surfboard in the water at the beach,a man on surfboard in water at the beach
"3171    278973
Name: id, dtype: int64",A man starting to stand up on a surfboard in the ocean.,A man starting along to stand up on a surfboard in the ocean.
"3171    278973
Name: id, dtype: int64",A man in a wet suit is surfing.,A man inward in a wet suit is surfing.
"3172    320696
Name: id, dtype: int64","A man on a surfboard, who is riding a wave.","A man wave a surfboard, who is riding a on."
"3172    320696
Name: id, dtype: int64",A man riding a wave on top of a surfboard in the ocean.,A man riding gentleman a wave on top of a surfboard in the ocean.
"3172    320696
Name: id, dtype: int64","a young man on a surfboard, surfing a wave","a young man on a surfboard, a wave"
"3172    320696
Name: id, dtype: int64",A guy in a wet suite riding a surfboard on a wave.,A guy in a wet entourage suite riding a surfboard on a wave.
"3172    320696
Name: id, dtype: int64",Surfer riding out end of wave with large breaking wave in background.,Surfer riding out end of curl with large breaking wave in setting.
"3173    485071
Name: id, dtype: int64",Guy falling off his surfboard after losing battle with the wave,falling off his surfboard after losing battle with the 
"3173    485071
Name: id, dtype: int64",A man on a surfboard riding a wave.,A man a surfboard riding a wave.
"3173    485071
Name: id, dtype: int64",A man in shorts falling off of his surfboard,A man human in shorts falling off of his surfboard
"3173    485071
Name: id, dtype: int64",A man is falling off a wave in the ocean.,A serviceman is diminish off a wave in the ocean.
"3173    485071
Name: id, dtype: int64",A man in blue shorts on surfboard riding a wave.,A man in blue shorts on A surfboard riding a wave.
"3174    71451
Name: id, dtype: int64",A clean bed in a hotel room with towels and soap laid out,A fairly bed in a hotel room with towels and soap repose out
"3174    71451
Name: id, dtype: int64",Bed made with folded towels and walls with window,Bed made with folded towels and walls towel with window
"3174    71451
Name: id, dtype: int64",A hotel room bed with folded towels on the corner.,A hotel board bang with folded towels on the corner.
"3174    71451
Name: id, dtype: int64",folded towels sitting on a bed in a hotel room,folded towels sitting board on a bed in a hotel room
"3174    71451
Name: id, dtype: int64",A white bed topped with lots of pillows and a wooden headboard.,A white bed topped pass with lots of pillows and a wooden headboard.
"3175    342186
Name: id, dtype: int64",A closeup of a pizza on a plate. ,A closeup a pizza on a plate. 
"3175    342186
Name: id, dtype: int64","A pizza that is sitting on a plate, on a table.","A pizza that is session on a plate, on a prorogue."
"3175    342186
Name: id, dtype: int64",A pizza with toppings served on a plate,pizza A with toppings served on a plate
"3175    342186
Name: id, dtype: int64",A very tasty looking pizza with some toppings.,A very tasty face pizza with some toppings.
"3175    342186
Name: id, dtype: int64",A veggie pizza is sitting on a white plate.,A veggie pizza sitting on a white plate.
"3176    202445
Name: id, dtype: int64","A cat facing away from the camera, among blankets on a bed.","A mantle cat facing away from the camera, among blankets on a bed."
"3176    202445
Name: id, dtype: int64",A  cat sleeping on a blanket on someone's bed,A  cat sleeping on a on someone's bed
"3176    202445
Name: id, dtype: int64",A brown cat is curled up on some bed sheets.,A curled cat is brown up on some bed sheets.
"3176    202445
Name: id, dtype: int64",A cat laying in bed on top of a blanket.,A cat laying in on top a blanket.
"3176    202445
Name: id, dtype: int64",A cat is lying covered in bed with white sheets,A cat is lying covered in white with bed sheets
"3177    133418
Name: id, dtype: int64",A man holding a tennis racquet on a tennis court.,A on holding a tennis racquet man a tennis court.
"3177    133418
Name: id, dtype: int64",A tennis playing tennis on a dirt court. ,tennis playing tennis on a dirt court. 
"3177    133418
Name: id, dtype: int64",Happy man standing on a tennis court holding a racket.,Happy happy man standing on a tennis court holding a racket.
"3177    133418
Name: id, dtype: int64",A male tennis player has just finished hitting the ball,A male tennis player just finished hitting ball
"3177    133418
Name: id, dtype: int64",A man playing tennis on a red coat in all white.,A man playing in on a red coat tennis all white.
"3178    522156
Name: id, dtype: int64",A cracker is on a plate next to some mint.,A firecracker is on a plate next to some flock.
"3178    522156
Name: id, dtype: int64",a close up of a plate with food ,a a up of close plate with food 
"3178    522156
Name: id, dtype: int64",A cracker with shredded cheese and leafy greens on a white plate.,A cracker with shredded cheese and greens on white plate.
"3178    522156
Name: id, dtype: int64",A plate with a cracker and fancy topping.,A plate A with a cracker and fancy topping.
"3178    522156
Name: id, dtype: int64",Close up of an hors d'oeuvre on a plate.,shut up of an hors d'oeuvre on a plate.
"3179    274411
Name: id, dtype: int64",A tennis player getting ready to serve the ball ,A getting player tennis ready to serve the ball 
"3179    274411
Name: id, dtype: int64",A young woman on a tennis court preparing to serve the ball. ,serve young woman on a tennis court preparing to A the ball. 
"3179    274411
Name: id, dtype: int64",A little girl on a tennis court that has a racquet.,A little a on girl tennis court that has a racquet.
"3179    274411
Name: id, dtype: int64",A girl is playing tennis and is going to pitch the ball. ,A girl is playing tennis and is going to pitch toss the ball. 
"3179    274411
Name: id, dtype: int64",woman in tennis garb preparing to serve tennis ball,woman in tennis garb preparing to serve tennis Ball
"3180    394559
Name: id, dtype: int64",A woman playing tennis and holding a racquet in her hand.,woman playing tennis and holding a racquet in hand.
"3180    394559
Name: id, dtype: int64",A girl holding a tennis racket in her hand while on the tennis court,A girl holding a racket in her hand while the tennis court
"3180    394559
Name: id, dtype: int64",A young women holding a tennis racket ,A young women bind a tennis racket 
"3180    394559
Name: id, dtype: int64",a woman is holding a tennis racket on a court,woman is holding a tennis on a court
"3180    394559
Name: id, dtype: int64",A young woman holding a tennis racquet on a tennis court.,A young woman a racquet on a tennis court.
"3181    64523
Name: id, dtype: int64",A black and white photograph of a female tennis club.,A black female white photograph of a and tennis club.
"3181    64523
Name: id, dtype: int64",An all female tennis team taking a group photo on a tennis court,An all female tennis team taking a group photo a on tennis court
"3181    64523
Name: id, dtype: int64",A group of pretty young ladies standing on a tennis court.,A group of pretty immature ladies standing on a tennis judicature.
"3181    64523
Name: id, dtype: int64",A team of girl tennis players gather together at the net for a group picture.,A team of girl clear tennis players gather gathering together at the net for a group picture.
"3181    64523
Name: id, dtype: int64",Eleven girls in tennis outfits pose for a picture with their racquets on a tennis court.,Eleven on in tennis outfits pose for a picture a their racquets girls with tennis court.
"3182    62692
Name: id, dtype: int64",A woman standing on top of a tennis court.,A woman standing on top of stand a tennis court.
"3182    62692
Name: id, dtype: int64",a tennis player with a racket on the court,a player with a racket on the court
"3182    62692
Name: id, dtype: int64",a girl that is on a tennis court with a racket,racket girl that is on a tennis court with a a
"3182    62692
Name: id, dtype: int64",a woman is out on a court playing tennis,a woman is on a court playing tennis
"3182    62692
Name: id, dtype: int64",A woman prepares to hit a tennis ball during a match.,A woman egg prepares to hit a tennis ball during a match.
"3183    359219
Name: id, dtype: int64",Two pizzas sitting in pie pans on top of  a stove.,Two pizzas sitting in pie pans II on top of  a stove.
"3183    359219
Name: id, dtype: int64","Two pizza pies sitting atop a stove getting ready to be cut
.","Two session pizza pies sitting atop a stove getting ready to be cut
."
"3183    359219
Name: id, dtype: int64",a couple of pies sitting on top of a stove witha fork and knife,a couple of pies sitting overstep on top of a stove witha fork and knife
"3183    359219
Name: id, dtype: int64",Two pizzas on tin plates on an oven with a fork and knife.,Two pizzas on an plates on tin oven with a fork and knife.
"3183    359219
Name: id, dtype: int64",a couple of pizzas are sat out on a table,couple pizzas are sat out on a table
"3184    512657
Name: id, dtype: int64",A couple of people playing a game with remote controllers.,couple of people playing a game with remote.
"3184    512657
Name: id, dtype: int64",A beautiful young woman holding a Nintendo Wii game controller.,A beautiful young woman holding a comptroller Nintendo Wii game controller.
"3184    512657
Name: id, dtype: int64",Two people in a living room hold Wii remote controls,Two people in a endure room give Wii remote controls
"3184    512657
Name: id, dtype: int64",two people are playing a video game and a male is watching,two people are playing a deuce video game and a male is watching
"3184    512657
Name: id, dtype: int64",A couple of people in a room with remotes.,A mates of people in a room with remotes.
"3185    556193
Name: id, dtype: int64",One guy is showing another guy the intricacies of the Wii. ,One guy be is showing another guy the intricacies of the Wii. 
"3185    556193
Name: id, dtype: int64",Two men are holding video game controllers preparing to play.,men are holding video controllers preparing to play.
"3185    556193
Name: id, dtype: int64",Two men standing in front of a flat screen tv.,Two men standing in front of a television flat screen tv.
"3185    556193
Name: id, dtype: int64",Two men are playing a Wii video game.,men are playing a Wii video game.
"3185    556193
Name: id, dtype: int64",Two men both working on the same computer screen.,Two men both working on the same computer screenland.
"3186    156924
Name: id, dtype: int64",a man and a woman are holding video game controllers,a man and a woman are belongings video gamey controllers
"3186    156924
Name: id, dtype: int64",The man and woman are playing a video game. ,video man and woman are playing a The game. 
"3186    156924
Name: id, dtype: int64",A man in a black shirt and a woman in a white shirt playing a videogame. ,A man in a shirt and a woman in a shirt a videogame. 
"3186    156924
Name: id, dtype: int64",A man and woman playing games on the Nintendo Wii.,man and woman playing games on the Wii.
"3186    156924
Name: id, dtype: int64",Two people are playing on a Wii in a house.,Two people are dally on a Wii in a household.
"3187    164883
Name: id, dtype: int64",A man holding his face up to a TV with a video game on display.,A man holding face up to a with a video on display.
"3187    164883
Name: id, dtype: int64",A young man with his head next to the tv,A young with his head next the tv
"3187    164883
Name: id, dtype: int64",an image of a guy making a video game character,an video of a guy making a image game character
"3187    164883
Name: id, dtype: int64",A man has his face up to a video game monitor.,A man has to face up his a video game monitor.
"3187    164883
Name: id, dtype: int64",a man holding his face next to a picture on a television screen while holding a game controller.,a man holding his face declare next to a picture on amp a television screen while holding a game controller.
"3188    470173
Name: id, dtype: int64",A female statue in a sea of green grass next to plant,A female statue in a sea of green to plant
"3188    470173
Name: id, dtype: int64",a statue of a lady carrying a water pitcher,a statue of transport a lady carrying a water pitcher
"3188    470173
Name: id, dtype: int64",a satute in a field of grass near a plant ,a satute in plant field of grass near a a 
"3188    470173
Name: id, dtype: int64",a statue us standing in some green grass,a statue us standing in some In green grass
"3188    470173
Name: id, dtype: int64",A woman statue holding a pitcher and basket in a garden.,A woman statue garden a pitcher and basket in a holding.
"3189    302107
Name: id, dtype: int64",A man swinging a baseball bat during a baseball game.,A man swinging a baseball axerophthol bat during a baseball game.
"3189    302107
Name: id, dtype: int64",A baseball player taking a swing at a ball,A baseball player take a swing at a ball
"3189    302107
Name: id, dtype: int64",Two athletes actively playing a game of baseball.,Two athletes actively playing a of game baseball.
"3189    302107
Name: id, dtype: int64",A baseball player in mid swing hitting a ball.,A baseball player in mid dangle hitting a ball.
"3189    302107
Name: id, dtype: int64",A baseball player in a black jersey swinging a bat.,A baseball player in a drop black jersey swinging a bat.
"3190    133969
Name: id, dtype: int64",some baseballs players watching a batter at home plate ,some baseballs players watching a batter home plate 
"3190    133969
Name: id, dtype: int64",Batter taking swing at ball at home plate during sanctioned game.,Batter taking swing at orb at family plate during sanctioned game.
"3190    133969
Name: id, dtype: int64",A group of men on a field playing baseball.,A group of men on a bet field playing baseball.
"3190    133969
Name: id, dtype: int64",An athlete is performing on a sports field.,An athlete is performing on a fun field.
"3190    133969
Name: id, dtype: int64",some baseball players a batter catcher and an umpire,some baseball players hitter a batter catcher and an umpire
"3191    246308
Name: id, dtype: int64",A wooden desk with shelves that have action figures above it,adenine wooden desk with shelves that have activeness figures above it
"3191    246308
Name: id, dtype: int64","A desk with monitors, a keyboard, mouse and toy action figures.","A desk with monitors, a keyboard, mouse and A toy action figures."
"3191    246308
Name: id, dtype: int64",THERE ARE DIFFRENT TROPHIES ON DISPLAY ON THE WALL ,THERE ARE DIFFRENT WALL ON DISPLAY ON THE TROPHIES 
"3191    246308
Name: id, dtype: int64",A desk with a computer and collectible figurines above.,angstrom desk with a computer and collectible figurines above.
"3191    246308
Name: id, dtype: int64",A wooden desk topped with a laptop and monitor.,A wooden desk topped with a laptop and monitor.
"3192    138856
Name: id, dtype: int64",A large round piece of bread on a metal pan.,A declamatory round spell of bread on a metal pan.
"3192    138856
Name: id, dtype: int64",a loaf of bread is sitting on top of a oven,a of loaf bread is sitting on top of a oven
"3192    138856
Name: id, dtype: int64",A loaf of bread hits on top of an oven.,A loaf of bread hits on top of an axerophthol oven.
"3192    138856
Name: id, dtype: int64",A loaf of freshly baked artisan bread. ,A of freshly baked artisan bread. 
"3192    138856
Name: id, dtype: int64",some kind of bread that is on a pan,some kind of bread is on a pan
"3193    207306
Name: id, dtype: int64",A teddy bear in jail clothes posed on top of a trash can.,A teddy bear in jail posed on top of a can.
"3193    207306
Name: id, dtype: int64",A giant teddy bear sitting on a garbage can,A teddy bear sitting on a garbage can
"3193    207306
Name: id, dtype: int64",a teddy bear dressed in prison stripes sitting on top of a trash can,teddy a bear dressed in prison stripes sitting on top of a trash can
"3193    207306
Name: id, dtype: int64",A large white stuffed bear sits on a trash can.,A trash white stuffed bear sits on a large can.
"3193    207306
Name: id, dtype: int64",A white teddy bear sitting on top of a trash can.,A white bear sitting top of a trash can.
"3194    565877
Name: id, dtype: int64",A woman sitting on the couch with her laptop in the house.,A woman sitting on couch her laptop in the house.
"3194    565877
Name: id, dtype: int64",a woman in glasses holding a laptop on a courch,a charwoman in glasses keeping a laptop on a courch
"3194    565877
Name: id, dtype: int64",There is no image here to provide a caption for.,no is There image here to provide a caption for.
"3194    565877
Name: id, dtype: int64",A girl is sitting on a couch holding a laptop computer.,A girl is on a couch holding laptop computer.
"3194    565877
Name: id, dtype: int64",A girl wearing a hat sits with her laptop.,A girl wearing angstrom a hat sits with her laptop.
"3195    161642
Name: id, dtype: int64",A coo coo clock mounted to the side of a wall.,A coo coo clock mounted wax to the side of a wall.
"3195    161642
Name: id, dtype: int64",A multi colored clock hangs on the wall.,A colored multi clock hangs on the wall.
"3195    161642
Name: id, dtype: int64",a wall clock shaped like a birdhouse with tassels  hanging from it.,a wall clock shaped like a with tassels  from it.
"3195    161642
Name: id, dtype: int64",A very ornately decorated and brightly colored clock.,ampere very ornately decorated and brightly colored clock.
"3195    161642
Name: id, dtype: int64",an image of clock that is on the wall,an image of clock that is on the 
"3196    117197
Name: id, dtype: int64",a lady on her phone sitting on a curb,a sitting on her phone lady on a curb
"3196    117197
Name: id, dtype: int64",a person sitting on a side walk talking on a cell phone ,a mortal sitting on a side walk talking on a cell earpiece 
"3196    117197
Name: id, dtype: int64",A woman sitting on the sidewalk talking on her cell phone. ,sitting woman A on the sidewalk talking on her cell phone. 
"3196    117197
Name: id, dtype: int64",A woman sits on the curb talking on her phone.,axerophthol woman sits on the curb verbalize on her phone.
"3196    117197
Name: id, dtype: int64",This is a woman talking on her cell phone while sitting on the curb.,This is woman talking on her cell phone sitting on the curb.
"3197    247806
Name: id, dtype: int64",A clock tower is part of an old building.,A clock tower is part of an building.
"3197    247806
Name: id, dtype: int64",We are looking up at an old clock tower.,We AN are looking up at an old clock tower.
"3197    247806
Name: id, dtype: int64",A church tower with a clock in the centre and arched windows,A church tower in a clock with the centre and arched windows
"3197    247806
Name: id, dtype: int64",A clock on a bell tower of an old church.,A clock on a bell loom of an former church.
"3197    247806
Name: id, dtype: int64",A brick clock tower ascending towards the heavens,clock brick A tower ascending towards the heavens
"3198    245173
Name: id, dtype: int64",A tall red bricked clock tower with three windows.,time A tall red bricked clock tower with three windows.
"3198    245173
Name: id, dtype: int64",High stone tower with windows in an old village.,High gemstone tower with windows in an old village.
"3198    245173
Name: id, dtype: int64",A large multi-story building tower displays a clock,A large multi-story building expose tower displays a clock
"3198    245173
Name: id, dtype: int64",A large brick tower with a clock on top.,A large brick a with tower clock on top.
"3198    245173
Name: id, dtype: int64",A tower building with a clock up high.,A tower axerophthol building with a clock up high.
"3199    304396
Name: id, dtype: int64",A very tall pink and white clock tower.,A very tall pink and clock tower.
"3199    304396
Name: id, dtype: int64",Salmon-colored clock tower with Florida architectural features including a window's walk.,window's clock tower with Florida architectural features including a Salmon-colored walk.
"3199    304396
Name: id, dtype: int64",A red and white brick building with a clock tower.,A and white brick building with clock tower.
"3199    304396
Name: id, dtype: int64",A tall building with several windows and two clocks on it.,A with building tall several windows and two clocks on it.
"3199    304396
Name: id, dtype: int64",a big building with a clock at the top of it ,a big building at a clock with the top of it 
"3200    567886
Name: id, dtype: int64",A white teddy bear laying on top of a blue rug.,A teddy bear laying top of a blue rug.
"3200    567886
Name: id, dtype: int64",a close up of a persons legs sitting on the ground,a close up of persons legs sitting on ground
"3200    567886
Name: id, dtype: int64",A teddy bear and sandals lie strewn at someone's feet.,A teddy sandals lie strewn at someone's feet.
"3200    567886
Name: id, dtype: int64",A person sits on the floor beside flip flops and a teddy bear.,A person sits on the floor beside flip flops and teddy.
"3200    567886
Name: id, dtype: int64",The student is trying to relax on the floor.,The relax is trying to student on the floor.
"3201    85089
Name: id, dtype: int64",People are holding wine glasses next to each other.,People other holding wine glasses next to each are.
"3201    85089
Name: id, dtype: int64",Three wine glasses being clinked together in a toast.,ternary wine glasses being clinked together in a toast.
"3201    85089
Name: id, dtype: int64",People holding up for wineglasses to each other. ,People holding for up wineglasses to each other. 
"3201    85089
Name: id, dtype: int64",two hands are toasting some wine glasses and a person in a black jacket,two hands are toasting some wine glasses and a person blackness in a black jacket
"3201    85089
Name: id, dtype: int64",A bunch of people that are holding wine glasses.,A of people that are holding wine glasses.
"3202    233370
Name: id, dtype: int64",A woman lies on the ground under a suitcase.,A woman on the ground under a suitcase.
"3202    233370
Name: id, dtype: int64",A person laying crushed underneath a black piece of luggage.,angstrom person laying crushed underneath a black part of luggage.
"3202    233370
Name: id, dtype: int64",A person lying on the ground with a suit case on top of them.,A person case on the ground with a suit lying on top of them.
"3202    233370
Name: id, dtype: int64",A person lying under a large black suitcase near a block wall.,A person lying under near large black suitcase a a block wall.
"3202    233370
Name: id, dtype: int64",Someone who is laying down under a suitcase.,individual who is laying down under a suitcase.
"3203    554002
Name: id, dtype: int64",A black dog standing between people in line,A black melanize dog standing between people in line
"3203    554002
Name: id, dtype: int64",A small black dog standing behind a crowd of people.,A small black tag standing behindhand a crowd of people.
"3203    554002
Name: id, dtype: int64",Several people standing around and a black dog with a collar walking around.,Several people standing around around a black dog with a collar walking and.
"3203    554002
Name: id, dtype: int64",A black dog on a leash and people's legs,A black dog on a amp leash and people's legs
"3203    554002
Name: id, dtype: int64",The black terrier stands about knee high to the group of people near him.,The black terrier abide stands about knee high to the group of people near him.
"3204    465129
Name: id, dtype: int64",A person adjusting a  metal object hanging from a ceiling.,A person adjusting a  hanging from a ceiling.
"3204    465129
Name: id, dtype: int64",A lady in a bath robe touching something near the ceiling.,A lady in a bath robe allude something most the ceiling.
"3204    465129
Name: id, dtype: int64",a person standing next to a metal pot holder in a kitchen ,a somebody standing next to a metal hatful holder in a kitchen 
"3204    465129
Name: id, dtype: int64",A women brushing on a preservative liquid on a ceiling pot holder,A women brushing bearer on a preservative liquid on a ceiling pot holder
"3204    465129
Name: id, dtype: int64",A woman looking at a broken ceiling light in a kitchen ,A woman search at a recrudesce ceiling light in a kitchen 
"3205    45229
Name: id, dtype: int64",A kitchen filled with a wooden cabinet and a large window.,A kitchen filled a a wooden cabinet and with large window.
"3205    45229
Name: id, dtype: int64",Picture of a kitchen with some plants and a window.,movie of a kitchen with some flora and a window.
"3205    45229
Name: id, dtype: int64",The top window in a kitchen is open.,The window top in a kitchen is open.
"3205    45229
Name: id, dtype: int64","An apartment room with a stove, spices, and bookcase.","An apartment board with a stove, spices, and bookcase."
"3205    45229
Name: id, dtype: int64",A small kitchen area features a foggy glass window. ,A small kitchen area features a foggy stuporous glass window. 
"3206    438774
Name: id, dtype: int64",A group of people that are standing in front of a island.,A group equal of people that are standing in front of a island.
"3206    438774
Name: id, dtype: int64",a small party of people eats some pizza on a table,a minuscule party of people eats some pizza on a postpone
"3206    438774
Name: id, dtype: int64",People with drinks standing around a kitchen island.,People with drinks a around standing kitchen island.
"3206    438774
Name: id, dtype: int64",A group of people standing in a kitchen having conversation.,A A group of people standing in a kitchen having conversation.
"3206    438774
Name: id, dtype: int64",a coupe of people are standing around a small table,a coupe of people are standing remit around a small table
"3207    523100
Name: id, dtype: int64",A person fills jars with orange slices from a large bowl.,A fills jars with slices from a large bowl.
"3207    523100
Name: id, dtype: int64",A bowl of peeled oranges sit next to several jars of peeled oranges.,A bowl of jars oranges sit next to several peeled of peeled oranges.
"3207    523100
Name: id, dtype: int64",A metal bowl filled with orange slices on a table.,A metal bowl filled with orange slices along on a table.
"3207    523100
Name: id, dtype: int64",Person canning oranges showing a large bowl of fruit wedges.,Person canning oranges showing a large fruit of bowl wedges.
"3207    523100
Name: id, dtype: int64",Oranges that have been peeled are placed into a larger bowl.,Oranges that been peeled are placed a larger bowl.
"3208    224051
Name: id, dtype: int64",A bike is perched on a concrete girder on the road.,A bike is perched on a girder concrete on the road.
"3208    224051
Name: id, dtype: int64",A bike parked on the side walk and a car on the street,ampere bike parked on the position walk and a car on the street
"3208    224051
Name: id, dtype: int64",Bicycle parked by the side of busy highway on a concrete slab. ,Bicycle parked by the side busy highway on a concrete. 
"3208    224051
Name: id, dtype: int64",A bicycle parked near a curb on the highway,A bicycle parked near a curtail on the highway
"3208    224051
Name: id, dtype: int64",A bicycle sits parked along a busy roadside.,A bicycle sits parked along a roadside.
"3209    61108
Name: id, dtype: int64",A dog sits in the basket of a bicycle leaning against bleachers.,A dog sits in the basket of a hoop bicycle leaning against bleachers.
"3209    61108
Name: id, dtype: int64",A dog sitting in a basket mounted on the front of a blue bike.,A dog sitting in a basket mounted on pedal the front of a blue bike.
"3209    61108
Name: id, dtype: int64",A dog waits in the basket of the bicycle.,A dog pawl waits in the basket of the bicycle.
"3209    61108
Name: id, dtype: int64",A blue bicycle with a puppy in its basket is parked next to the bleacher steps. ,A blueness bicycle with a puppy in its hoop is parked next to the bleacher step. 
"3209    61108
Name: id, dtype: int64",A blue bicycle with a black basket on the front of it,axerophthol downhearted bicycle with a black basket on the front of it
"3210    505169
Name: id, dtype: int64",A toilet next to a chain shower stall in a bathroom.,amp toilet next to a chain exhibitioner stall in a bathroom.
