image_id,original,modified
"2958    245102
Name: id, dtype: int64",A snow covered ramp in a parking garage,A snow covered in a parking garage
"2958    245102
Name: id, dtype: int64",A light shines over a canopy on a snow covered sidewalk.,A light shines over a canopy a snow covered sidewalk.
"2958    245102
Name: id, dtype: int64",The entrance and exit to a snowy parking garage.,entrance and exit to a snowy parking garage.
"2958    245102
Name: id, dtype: int64",it is snowing near a staircase and some walls with a light,it is snowing a staircase and some walls with a light
"2959    237984
Name: id, dtype: int64",A green bench sitting on the side of a sidewalk.,A green bench sitting on side of a sidewalk.
"2959    237984
Name: id, dtype: int64",a old green bench with a green chair beside it,a old green bench with a green chair it
"2959    237984
Name: id, dtype: int64",a bench sits in front of a chair ,a bench sits front of a chair 
"2959    237984
Name: id, dtype: int64",A green chair is sitting behind a green bench.,A green chair is behind a green bench.
"2959    237984
Name: id, dtype: int64",A green chair is next to a long bench.,green chair is next to a long bench.
"2960    137950
Name: id, dtype: int64",A plane flying over several houses and lots of trees. ,A flying over several houses and lots of trees. 
"2960    137950
Name: id, dtype: int64",A plane flies through the sky above some trees. ,A plane flies through the sky above trees. 
"2960    137950
Name: id, dtype: int64",An old photo of a small plane in the air.,An old photo of a small plane in air.
"2960    137950
Name: id, dtype: int64",an airplane is flying over some trees and buildings,an airplane is flying over some and buildings
"2960    137950
Name: id, dtype: int64","A tri-motor, vintage airplane on final approach to land.","tri-motor, vintage airplane on final approach to land."
"2961    290592
Name: id, dtype: int64",A cluster of black and white sheep hang out by a fence.,A cluster of black white sheep hang out by a fence.
"2961    290592
Name: id, dtype: int64",a bunch of sheep are standing behind a fence,a bunch of sheep are behind a fence
"2961    290592
Name: id, dtype: int64","Close together group of white, beige, and brown sheep, from the rear, standing in grass at fence gate.","Close together group of white, beige, and brown sheep, from the rear, in grass at fence gate."
"2961    290592
Name: id, dtype: int64",A herd of sheep all gathered near a fence area.,A herd of sheep all gathered near a fence.
"2961    290592
Name: id, dtype: int64",this is a group of sheep on the grass,this is a group of sheep on the 
"2962    307074
Name: id, dtype: int64",A traffic light hanging over a road at a cross walk.,traffic light hanging over a road at a cross walk.
"2962    307074
Name: id, dtype: int64",two stop and go lights at an intersection,two stop and go lights at an 
"2962    307074
Name: id, dtype: int64",a large street with buildings and street lights,a large street with and street lights
"2962    307074
Name: id, dtype: int64",a stop light right across the street from a fire station ,a stop light right across the street from a station 
"2962    307074
Name: id, dtype: int64",A city intersection with traffic lights on a stormy day.,A city intersection with traffic lights on a stormy.
"2963    110282
Name: id, dtype: int64","A metal pole with a traffic light attached, red right arrow illuminated, with green grass, green trees, and white sky in background.","A metal pole with a traffic light attached, red right arrow illuminated, with green grass, green, and white sky in."
"2963    110282
Name: id, dtype: int64",A stop sign that is on the side of a pole.,stop sign that is on the side of a pole.
"2963    110282
Name: id, dtype: int64",A traffic light on a pole with a grassy hill in the background.,A traffic light on a with a grassy hill in the background.
"2963    110282
Name: id, dtype: int64",a stop light that is next to some trees and grass,a stop light that is next to trees and grass
"2963    110282
Name: id, dtype: int64",A turn signal with a red arrow illuminated on it.,A turn with a red arrow illuminated on it.
"2964    395575
Name: id, dtype: int64",THERE IS A BENCH IN FRONT OF TE LAKE ,THERE IS A BENCH IN FRONT OF TE 
"2964    395575
Name: id, dtype: int64",A bench in a green park overlooks a reflecting pool.,A bench in a green park overlooks a reflecting.
"2964    395575
Name: id, dtype: int64",a bench sits between a pond and the tree line,a bench sits between a pond the tree line
"2964    395575
Name: id, dtype: int64","View of a pond with reflection of the surrounding scenery, with a bench and statue surrounded with flowers and trees,","View of a pond with reflection of surrounding scenery, with a bench and statue surrounded with flowers trees,"
"2964    395575
Name: id, dtype: int64",A picture full of water and some trees around. ,A picture full of water and some trees. 
"2965    211674
Name: id, dtype: int64",Red double decker bus with people standing on top.,Red double decker bus with people standing top.
"2965    211674
Name: id, dtype: int64",A double decker bus driving down a street.,A double decker bus driving a street.
"2965    211674
Name: id, dtype: int64",a double decker bus with people waving from the top,a double decker bus with people waving from top
"2965    211674
Name: id, dtype: int64",A bus full of happy tourists drives down the street.,bus full of happy tourists drives down the street.
"2965    211674
Name: id, dtype: int64",Double decker bus with people on the top floor on road.,Double decker bus with people on the floor on road.
"2966    338191
Name: id, dtype: int64",Several different fire hydrants that have been painted various colors.,Several fire hydrants that have been painted various colors.
"2966    338191
Name: id, dtype: int64",A picture of nine fire hydrants in various type color schemes. ,A of nine fire hydrants in various type color schemes. 
"2966    338191
Name: id, dtype: int64",The photo is a collection of brightly painted fire hydrants.,The photo is a of brightly painted fire hydrants.
"2966    338191
Name: id, dtype: int64",Different fire hydrants have different looks including bright colors and stand in dirt and grass and the sidewalk.,Different fire hydrants have different looks bright colors and stand in dirt and grass and the sidewalk.
"2966    338191
Name: id, dtype: int64",a collage with nine fire hydrants of different color combinations,a with nine fire hydrants of different color combinations
"2967    28993
Name: id, dtype: int64",a couple of yellow poles are on the street,a couple of yellow poles are the street
"2967    28993
Name: id, dtype: int64",Three fire hydrants in front of a huge building.,fire hydrants in front of a huge building.
"2967    28993
Name: id, dtype: int64",Thee copper fire hydrants on a plaza in a large city.,Thee copper fire hydrants a plaza in a large city.
"2967    28993
Name: id, dtype: int64",some fire hyrdants sitting in a line on a sidewalk ,some fire hyrdants sitting in line on a sidewalk 
"2967    28993
Name: id, dtype: int64",A group of poles in the ground that look a bit like fire hydrants.,A group of poles in the ground that look a bit like fire.
"2968    124798
Name: id, dtype: int64",Various vehicles driving on a road surrounded by trees.,Various vehicles driving on a road surrounded trees.
"2968    124798
Name: id, dtype: int64",a bus travels down the street with many cars on a sunny day,a travels down the street with many cars on a sunny day
"2968    124798
Name: id, dtype: int64",a yellow and blue bus is on a busy street,a and blue bus is on a busy street
"2968    124798
Name: id, dtype: int64",Traffic moves on a busy urban street with a crane in the background. ,Traffic moves on a busy urban street with a crane in the. 
"2968    124798
Name: id, dtype: int64",a bus that is  next to a bunch of cars,a bus that  next to a bunch of cars
"2969    443969
Name: id, dtype: int64",A baby girl standing in a shopping cart holding an umbrella.,A baby girl in a shopping cart holding an umbrella.
"2969    443969
Name: id, dtype: int64",A GIRL IS IN A GROCERY CART ,A IS IN A GROCERY CART 
"2969    443969
Name: id, dtype: int64",A little girl is riding in a shopping cart while holding her umbrella.,A little girl is riding in a shopping cart while holding umbrella.
"2969    443969
Name: id, dtype: int64",A little girl inside of a shopping cart.,A little girl inside of a cart.
"2969    443969
Name: id, dtype: int64",A small child stands in a shopping cart with an umbrella.,A small stands in a shopping cart with an umbrella.
"2970    428562
Name: id, dtype: int64",a small sheep is standing in a pin,a small sheep is standing in a 
"2970    428562
Name: id, dtype: int64",The wholly sheep stands besides others in a cage. ,The wholly sheep stands besides others a cage. 
"2970    428562
Name: id, dtype: int64",A lot of sheep in a very small fenced in stall with hay on the floor.,A lot of sheep in a very small fenced in stall with hay on floor.
"2970    428562
Name: id, dtype: int64",A sheep stands near other sheep in a closed off pen.,A sheep stands near other sheep in a closed pen.
"2970    428562
Name: id, dtype: int64",A sheep that is standing on some hay.,A sheep that is standing on some.
"2971    502336
Name: id, dtype: int64",A group of people walking down a street next to a tall building.,A group of people walking down a street to a tall building.
"2971    502336
Name: id, dtype: int64",Black and white photograph of people walking on a street.,and white photograph of people walking on a street.
"2971    502336
Name: id, dtype: int64",A group of ladies walking down a street,A group of walking down a street
"2971    502336
Name: id, dtype: int64",The passersby ignore the sign for the Canon Chinese restaurant.,The passersby the sign for the Canon Chinese restaurant.
"2971    502336
Name: id, dtype: int64",Pedestrians walking on cobbled sidewalk past multiple storefronts..,walking on cobbled sidewalk past multiple storefronts..
"2972    297681
Name: id, dtype: int64",A car that is trying to drive through a flood.,A car that is to drive through a flood.
"2972    297681
Name: id, dtype: int64",The two signs give directions to upcoming cars.,The signs give directions to upcoming cars.
"2972    297681
Name: id, dtype: int64",A car is driving through a flooded street.,A car is driving a flooded street.
"2972    297681
Name: id, dtype: int64",A car is driving through a flooded street. ,A is driving through a flooded street. 
"2972    297681
Name: id, dtype: int64",a car driving through a very flooded street,a car driving through a very street
"2973    25593
Name: id, dtype: int64",A stop sign on a post at a public street.,stop sign on a post at a public street.
"2973    25593
Name: id, dtype: int64",A street sign in an asian language in front of a blue sky.,A street sign in an asian language front of a blue sky.
"2973    25593
Name: id, dtype: int64",A Chinese sign with an image of a parent and child and a bicycle.,A Chinese sign an image of a parent and child and a bicycle.
"2973    25593
Name: id, dtype: int64",A blue sign is on a pole with another sign that has text.,A blue sign is on a pole with another sign that text.
"2973    25593
Name: id, dtype: int64",The signs are clearly posted on the street for us to see.,The signs are clearly posted on the street for us to.
"2974    409268
Name: id, dtype: int64",A stuffed teddy bear covered in dirt on the ground.,A teddy bear covered in dirt on the ground.
"2974    409268
Name: id, dtype: int64",a poor little teddy bear smashed and covered with dirt,a poor little teddy bear smashed and covered dirt
"2974    409268
Name: id, dtype: int64",A teddy bear lays partially covered with sand.,A bear lays partially covered with sand.
"2974    409268
Name: id, dtype: int64",a brown teddy bear lying on sand with a hat,a brown teddy bear lying sand with a hat
"2974    409268
Name: id, dtype: int64",A teddy bear that has been buried in the sand.,A teddy bear that has been in the sand.
"2975    1268
Name: id, dtype: int64",A beautiful woman taking a picture with her smart phone.,A woman taking a picture with her smart phone.
"2975    1268
Name: id, dtype: int64",People underneath an arched bridge near the water.,underneath an arched bridge near the water.
"2975    1268
Name: id, dtype: int64",A girl is taking a picture of people fishing.,girl is taking a picture of people fishing.
"2975    1268
Name: id, dtype: int64",The woman is taking a photo of the white goose next to the river.,The woman is taking a photo the white goose next to the river.
"2975    1268
Name: id, dtype: int64",A waterway under a bridge with people sitting down and a woman taking a photo.,A under a bridge with people sitting down and a woman taking a photo.
"2976    227399
Name: id, dtype: int64",A transporting cart parked in a street while passengers board.,A transporting cart parked in a street passengers board.
"2976    227399
Name: id, dtype: int64",A white and yellow train traveling down a road next to a red motorcycle.,A and yellow train traveling down a road next to a red motorcycle.
"2976    227399
Name: id, dtype: int64",A truck made to look like a train parked on the side of the road.,A truck made to look like train parked on the side of the road.
"2976    227399
Name: id, dtype: int64",A white and gold train-style bus is parked on a street.,A white gold train-style bus is parked on a street.
"2976    227399
Name: id, dtype: int64",A white and yellow car made to look like a train.,A white and yellow car made to look a train.
"2977    546659
Name: id, dtype: int64",A train traveling past tall white buildings on train tracks.,A train traveling past tall white buildings on train.
"2977    546659
Name: id, dtype: int64",A locomotive train carrying carts down a track.,locomotive train carrying carts down a track.
"2977    546659
Name: id, dtype: int64",A train is coming down the tracks near a building.,A train is coming down the near a building.
"2977    546659
Name: id, dtype: int64","A black train with steam coming from underneath, passes by a building.","A black train with steam coming from, passes by a building."
"2977    546659
Name: id, dtype: int64",A freight train passes by drab industrial buildings.,A freight train passes by drab industrial.
"2978    303863
Name: id, dtype: int64",A train is traveling down the rail road tracks. ,A train is traveling down rail road tracks. 
"2978    303863
Name: id, dtype: int64",A train driving down the rail road tracks in a city.,A driving down the rail road tracks in a city.
"2978    303863
Name: id, dtype: int64",Large public transportation train in different coloration sectionals.,Large public train in different coloration sectionals.
"2978    303863
Name: id, dtype: int64",An old train is making its way through the city.,An train is making its way through the city.
"2978    303863
Name: id, dtype: int64",A railroad train rides down the tracks near buildings. ,A railroad train down the tracks near buildings. 
"2979    571008
Name: id, dtype: int64",The stop sign has stenciled spray paint on it. ,The stop sign stenciled spray paint on it. 
"2979    571008
Name: id, dtype: int64","A red stop sign with the word "" Hammer Time "". written on it.","A red stop sign with the word "" Hammer Time "". written on."
"2979    571008
Name: id, dtype: int64",A stop sign that is displaying a different meaning than the original one.,stop sign that is displaying a different meaning than the original one.
"2979    571008
Name: id, dtype: int64",some road signs showing the instructions on the road,some road signs showing the instructions on the 
"2979    571008
Name: id, dtype: int64",a stop sign with hammertime written on it,a stop sign with hammertime on it
"2980    186624
Name: id, dtype: int64",Someone is standing near a train that is parked. ,Someone standing near a train that is parked. 
"2980    186624
Name: id, dtype: int64",A train parked inside of a train station next to a person.,A train parked inside of a train station next to person.
"2980    186624
Name: id, dtype: int64",A long locomotive train parked in a station next to a person.,long locomotive train parked in a station next to a person.
"2980    186624
Name: id, dtype: int64",a woman stands next to a parked train ,a stands next to a parked train 
"2980    186624
Name: id, dtype: int64",a person standing next to a green and black train,a person next to a green and black train
"2981    572303
Name: id, dtype: int64",A train speeding along the railroad tracks during the day.,A train speeding along the railroad tracks during day.
"2981    572303
Name: id, dtype: int64",A train with mirrors on the outside sits on some tracks.,A train with mirrors on outside sits on some tracks.
"2981    572303
Name: id, dtype: int64",This is a train on the tracks that is filled with doors for houses. ,is a train on the tracks that is filled with doors for houses. 
"2981    572303
Name: id, dtype: int64",A train has oval like mirrors on the sides.,A train has oval like on the sides.
"2981    572303
Name: id, dtype: int64",A train car parked next to a tree on tracks.,A train car parked next to a tree on.
"2982    283038
Name: id, dtype: int64",A red stop sign sitting on top of a green planter.,A red stop sign sitting on top of a green.
"2982    283038
Name: id, dtype: int64",A stop sign with dirty edges at a cross walk of a street.,A stop sign with dirty edges a cross walk of a street.
"2982    283038
Name: id, dtype: int64",A large stop sign is set against city buildings.,A large stop sign is against city buildings.
"2982    283038
Name: id, dtype: int64",A large red stop sign on a street.,A red stop sign on a street.
"2982    283038
Name: id, dtype: int64",a old rusty stop sign out sign some buildings.,a old rusty stop sign sign some buildings.
"2983    230450
Name: id, dtype: int64",there is a large building under construction and many parking meters,there is a building under construction and many parking meters
"2983    230450
Name: id, dtype: int64",Many parking meters line the street near a building under construction.,Many parking meters line the street a building under construction.
"2983    230450
Name: id, dtype: int64",A row of parking meters on a curb side.,A row of parking meters on a curb.
"2983    230450
Name: id, dtype: int64",Numerous parking meters along the side of a street.,Numerous parking meters along the side of a.
"2983    230450
Name: id, dtype: int64",The street is lined with parking meters. ,The street is with parking meters. 
"2984    568147
Name: id, dtype: int64",A colorful chain with a note attached is wrapped around a parking meter's post.,colorful chain with a note attached is wrapped around a parking meter's post.
"2984    568147
Name: id, dtype: int64",A parking meter has some colored wrap around the pole,A parking meter some colored wrap around the pole
"2984    568147
Name: id, dtype: int64",A parking meter with a note attached to it.,A parking meter with a note attached it.
"2984    568147
Name: id, dtype: int64",A knit cover and note hang below a parking meter. ,knit cover and note hang below a parking meter. 
"2984    568147
Name: id, dtype: int64",A close up photo of a parking meter.,A close up of a parking meter.
"2985    246454
Name: id, dtype: int64",Girl bending down with hand bag on her shoulder petting two dogs.,Girl bending down with bag on her shoulder petting two dogs.
"2985    246454
Name: id, dtype: int64",A girl kneels down to pet two dogs.,A girl down to pet two dogs.
"2985    246454
Name: id, dtype: int64",A black and white photo of a girl petting three dogs.,A black and photo of a girl petting three dogs.
"2985    246454
Name: id, dtype: int64",A child petting two dogs on the side of the street,A petting two dogs on the side of the street
"2985    246454
Name: id, dtype: int64",A little girl kneeling down to pet two dogs on a leash.,A little girl kneeling down to pet two dogs a leash.
"2986    401446
Name: id, dtype: int64",A woman wearing a dress and holding an umbrella.,A woman wearing a dress and holding umbrella.
"2986    401446
Name: id, dtype: int64",The woman in the pink skirt is holding an umbrella. ,The woman in the pink is holding an umbrella. 
"2986    401446
Name: id, dtype: int64",The woman is walking carefully through the leaves.,The woman is walking carefully the leaves.
"2986    401446
Name: id, dtype: int64",A woman in a dress has a handbag and is holding an umbrella.,A woman in dress has a handbag and is holding an umbrella.
"2986    401446
Name: id, dtype: int64",A young female in a pink skirt is holding an umbrella.,A young female in a pink is holding an umbrella.
"2987    432468
Name: id, dtype: int64",A cat sleeping on top of a closed suit case.,A cat sleeping on top a closed suit case.
"2987    432468
Name: id, dtype: int64",there is a cat laying on top of luggage,there is a laying on top of luggage
"2987    432468
Name: id, dtype: int64",A cat sleeping on top of a suitcase ,cat sleeping on top of a suitcase 
"2987    432468
Name: id, dtype: int64",The brown cat is lying on a luggage bag.,The brown cat is lying a luggage bag.
"2987    432468
Name: id, dtype: int64",a cat sleeping on top of a black suitcase ,a cat sleeping top of a black suitcase 
"2988    161609
Name: id, dtype: int64",A brown dog sitting in a mans back pack.,A brown dog sitting in a mans pack.
"2988    161609
Name: id, dtype: int64",A dog peeks out from the backpack of a man at the airport,A dog out from the backpack of a man at the airport
"2988    161609
Name: id, dtype: int64",Man with a backpack carrying his dog in the pouch.,Man with a backpack his dog in the pouch.
"2988    161609
Name: id, dtype: int64",Man starting to climb steps with dog's head sticking out of backpack.,Man starting to climb steps with dog's head out of backpack.
"2988    161609
Name: id, dtype: int64",A person in a subway station with a dog in a backpack.,A in a subway station with a dog in a backpack.
"2989    329319
Name: id, dtype: int64",A black and white cat sitting on top of a wooden chair.,A black and cat sitting on top of a wooden chair.
"2989    329319
Name: id, dtype: int64",A white and gray cat sitting on a wooden bench,A white and cat sitting on a wooden bench
"2989    329319
Name: id, dtype: int64",a cat sitting on a chair looking at the ground ,a cat on a chair looking at the ground 
"2989    329319
Name: id, dtype: int64",A small cat sits on a wooden bench watching the ground.,A small cat sits on a wooden bench the ground.
"2989    329319
Name: id, dtype: int64",A cat sitting on a chair looking down.,A cat sitting on chair looking down.
"2990    398810
Name: id, dtype: int64",A small cat sitting on top of a couch looking out a window at another cat.,A small cat sitting on top of a couch looking a window at another cat.
"2990    398810
Name: id, dtype: int64",Two orange cats in windows in buildings across from one another.,Two orange cats in windows in buildings from one another.
"2990    398810
Name: id, dtype: int64",A cat peeking around a curtain at a cat across the way in a window.,A peeking around a curtain at a cat across the way in a window.
"2990    398810
Name: id, dtype: int64",A cat staring out a window at another cat.,A cat staring out a window another cat.
"2990    398810
Name: id, dtype: int64",Tow cats laying down looking out of the windows.,Tow laying down looking out of the windows.
"2991    174231
Name: id, dtype: int64",A dark cat hiding in between a laptop. ,A dark cat in between a laptop. 
"2991    174231
Name: id, dtype: int64",A cat is laying inside of a half open lap top.,A cat laying inside of a half open lap top.
"2991    174231
Name: id, dtype: int64",A cat laying with a laptop on a table.,A cat laying with laptop on a table.
"2991    174231
Name: id, dtype: int64",A cat lies on a laptop between the keyboard and the cover.,A cat lies on a laptop between the keyboard the cover.
"2991    174231
Name: id, dtype: int64",A cat that is laying on top of a laptop.,A cat that is laying on of a laptop.
"2992    387148
Name: id, dtype: int64",A large group of animals standing in a large grassy field.,large group of animals standing in a large grassy field.
"2992    387148
Name: id, dtype: int64",The herd of cattle stand beneath the overcast sky.,The herd of cattle beneath the overcast sky.
"2992    387148
Name: id, dtype: int64",A herd of cows in a field on a cloudy day.,A herd of in a field on a cloudy day.
"2992    387148
Name: id, dtype: int64",A herd of cattle grazing in a field ,A herd of grazing in a field 
"2992    387148
Name: id, dtype: int64",Many livestock grazing in a field under a cloudy sky. ,Many livestock grazing in a field under cloudy sky. 
"2993    364297
Name: id, dtype: int64",There is a cat laying down on a keyboard.,There is a cat down on a keyboard.
"2993    364297
Name: id, dtype: int64",a cat laying on a computer keyboard and a monitor near by,a cat on a computer keyboard and a monitor near by
"2993    364297
Name: id, dtype: int64",A white and black cat laying on a keyboard.,A white and cat laying on a keyboard.
"2993    364297
Name: id, dtype: int64",a white and brown cat is laying on top of a keyboard,a white and brown cat is laying on of a keyboard
"2993    364297
Name: id, dtype: int64",A cat that is laying on the side of a computer.,A cat that is laying on the side of computer.
"2994    209972
Name: id, dtype: int64",A sail boat stuck in the sand on the beach,A sail boat stuck in the sand the beach
"2994    209972
Name: id, dtype: int64",A boat that is on a beach by the ocean.,A boat that on a beach by the ocean.
"2994    209972
Name: id, dtype: int64",A boat sitting on top of a beach next to the ocean.,A boat on top of a beach next to the ocean.
"2994    209972
Name: id, dtype: int64",A sail boat sitting on the sand at the beach,A sail boat sitting on the sand at the 
"2994    209972
Name: id, dtype: int64",THERE IS A BOAT THAT IS SITTING ALONG SIDE THE BEACH SHORE ,THERE IS BOAT THAT IS SITTING ALONG SIDE THE BEACH SHORE 
"2995    270883
Name: id, dtype: int64",A woman in lingerie is laying on a soft bed.,A woman in lingerie is laying on a bed.
"2995    270883
Name: id, dtype: int64",A woman in lingerie laying on a bed.,A in lingerie laying on a bed.
"2995    270883
Name: id, dtype: int64",A woman in lingerie is bound to a bed.,A woman in lingerie is bound to a.
"2995    270883
Name: id, dtype: int64",Young woman erotically bound on top of bed.,woman erotically bound on top of bed.
"2995    270883
Name: id, dtype: int64",A woman lays on a bed in her underwear.,A woman lays a bed in her underwear.
"2996    379533
Name: id, dtype: int64",A zebra grazing on a dry grass field next to elephants.,A zebra grazing on dry grass field next to elephants.
"2996    379533
Name: id, dtype: int64",A zebra and elephants in a grassy area with sky in the background.,A zebra and elephants in a grassy area with sky the background.
"2996    379533
Name: id, dtype: int64",A zebra and two elephants are on a grassy field.,A zebra and two elephants are a grassy field.
"2996    379533
Name: id, dtype: int64",A zebra grazing in a field with elephants,A grazing in a field with elephants
"2996    379533
Name: id, dtype: int64",a pregnant zebra eating grass close to two elephants ,pregnant zebra eating grass close to two elephants 
"2997    245915
Name: id, dtype: int64",A herd of elephants splashing and playing in a river.,A herd of elephants splashing and playing in river.
"2997    245915
Name: id, dtype: int64",A herd of elephants cross a shallow river.,A herd of cross a shallow river.
"2997    245915
Name: id, dtype: int64",A herd of elephants are walking through a river.,A herd of elephants are walking through a.
"2997    245915
Name: id, dtype: int64",Elephants line up in a river to take a drink,Elephants line up in river to take a drink
"2997    245915
Name: id, dtype: int64",A herd of elephants is moving across a stream.,A herd of elephants is moving across stream.
"2998    114884
Name: id, dtype: int64","A woman with a cigarette standing, while a group of people with luggage walk towards a bus.","A woman with cigarette standing, while a group of people with luggage walk towards a bus."
"2998    114884
Name: id, dtype: int64",A crowd of people outside a terminal boarding buses.,A crowd of people a terminal boarding buses.
"2998    114884
Name: id, dtype: int64",A woman is having a smoke while waiting for the bus.,A woman is having a smoke while waiting the bus.
"2998    114884
Name: id, dtype: int64",A group of people standing in a large building.,A group of people standing in a large.
"2998    114884
Name: id, dtype: int64",Buses lined up letting people aboard them. ,Buses up letting people aboard them. 
"2999    155571
Name: id, dtype: int64",An elephant walking across a green grass covered field.,An elephant walking a green grass covered field.
"2999    155571
Name: id, dtype: int64",A brown elephant is walking along the grass.,A brown is walking along the grass.
"2999    155571
Name: id, dtype: int64",An elephant walking alone in a grassy area.,An elephant walking in a grassy area.
"2999    155571
Name: id, dtype: int64",An elephant walking on a grassy area during the day. ,An elephant on a grassy area during the day. 
"2999    155571
Name: id, dtype: int64",An elephant walking along a trail next to a grass field.,An elephant along a trail next to a grass field.
"3000    347456
Name: id, dtype: int64",A mother and baby elephant walking in green grass in front of a bond.,A mother and baby elephant walking in green grass front of a bond.
"3000    347456
Name: id, dtype: int64",A mother elephant and her baby are in a grassy enclosure.,A mother elephant and her baby are in a grassy.
"3000    347456
Name: id, dtype: int64",A couple of elephants walking across a lush green field.,A of elephants walking across a lush green field.
"3000    347456
Name: id, dtype: int64",Mother and child elephant in a fenced pastoral field.,Mother and child elephant a fenced pastoral field.
"3000    347456
Name: id, dtype: int64",Two large brown elephants walking in a grassy field. ,Two large brown elephants walking in grassy field. 
"3001    263860
Name: id, dtype: int64",Two elephants in a field rubbing their trunks on each other.,Two elephants in a field rubbing their on each other.
"3001    263860
Name: id, dtype: int64",Two African elephants greeting each other with their trunks.,Two African elephants greeting other with their trunks.
"3001    263860
Name: id, dtype: int64",Two tusked elephants fighting on grass in the wild.,Two elephants fighting on grass in the wild.
"3001    263860
Name: id, dtype: int64",The elephants are touching each other with their trunks.,The elephants are touching each other with trunks.
"3001    263860
Name: id, dtype: int64",Two elephants standing in a field going nose to nose.,Two elephants standing in a field going nose nose.
"3002    346232
Name: id, dtype: int64",these people are walking together down a road,these people walking together down a road
"3002    346232
Name: id, dtype: int64",Three men who are walking in the sand.,Three men who are walking the sand.
"3002    346232
Name: id, dtype: int64",A group of people walking down a road.,A group of people walking down a.
"3002    346232
Name: id, dtype: int64",Three young people walking behind a large crowd.,Three young walking behind a large crowd.
"3002    346232
Name: id, dtype: int64",A group of people are walking and one is holding an umbrella.,A group people are walking and one is holding an umbrella.
"3003    85665
Name: id, dtype: int64",A decorated kite with tail flies in a gray sky. ,A decorated kite with tail flies in a gray. 
"3003    85665
Name: id, dtype: int64",A painting of a blue fish flying through the canvas,painting of a blue fish flying through the canvas
"3003    85665
Name: id, dtype: int64",A blue kite is flying in the sky,A blue is flying in the sky
"3003    85665
Name: id, dtype: int64","A brightly colored kite shaped like a fish flies in a clear sky,","A brightly colored kite shaped like fish flies in a clear sky,"
"3003    85665
Name: id, dtype: int64",A blue colorful kite flying through the gray sky.,A blue colorful kite flying through the sky.
"3004    377239
Name: id, dtype: int64",A woman holding a cigarette smiling at the camera on a sunny day.,A woman holding a cigarette smiling the camera on a sunny day.
"3004    377239
Name: id, dtype: int64",a beautiful lady walking with a pink umbrella holding bottled water and a cigarette.,a beautiful lady walking with a pink umbrella holding water and a cigarette.
"3004    377239
Name: id, dtype: int64",A dark skinned woman posses beneath an umbrella. ,A dark skinned woman posses beneath umbrella. 
"3004    377239
Name: id, dtype: int64",A woman standing outside under a pink umbrella.,A woman standing under a pink umbrella.
"3004    377239
Name: id, dtype: int64",A woman with an umbrella on the street.,A woman with an umbrella on street.
"3005    47819
Name: id, dtype: int64",A man standing behind a brown horse carrying lots of luggage.,man standing behind a brown horse carrying lots of luggage.
"3005    47819
Name: id, dtype: int64",A trail guide stands next to the loaded pack horse.,A trail guide stands to the loaded pack horse.
"3005    47819
Name: id, dtype: int64",A man standing next to a donkey loaded with luggage ,A standing next to a donkey loaded with luggage 
"3005    47819
Name: id, dtype: int64",a man standing next to a horse in the woods,a man standing next to a horse the woods
"3005    47819
Name: id, dtype: int64",A man standing next to a donkey with a lot of baggage on it.,A man standing to a donkey with a lot of baggage on it.
"3006    132622
Name: id, dtype: int64",The large bear is looking in the direction of the camera.,The large bear looking in the direction of the camera.
"3006    132622
Name: id, dtype: int64",A white bear stalking in the tall grass,A white bear stalking the tall grass
"3006    132622
Name: id, dtype: int64",A large brown bear walking across a grassy field.,A large brown bear walking across grassy field.
"3006    132622
Name: id, dtype: int64",A large grizzly bear walking through tall grass.,A large grizzly bear walking through tall.
"3006    132622
Name: id, dtype: int64",a big grizzly bear looks toward the camersa,a big grizzly bear looks the camersa
"3007    222317
Name: id, dtype: int64",Large dog lying on couch with blanket in living room.,Large dog lying on couch with blanket in living.
"3007    222317
Name: id, dtype: int64",A dog laying on a couch in a living room.,A laying on a couch in a living room.
"3007    222317
Name: id, dtype: int64",a dog relaxing on the couch with a blanket,a dog relaxing on the couch with blanket
"3007    222317
Name: id, dtype: int64",A dog curled up on a couch with blankets and pillows.,A dog curled up on couch with blankets and pillows.
"3007    222317
Name: id, dtype: int64",A dog lying on a couch with blankets and pillows.,A dog lying on couch with blankets and pillows.
"3008    338901
Name: id, dtype: int64",a brown white and black dog is laying on a gray couch,a brown white and black dog is on a gray couch
"3008    338901
Name: id, dtype: int64",a dog laying on a couch and covered with blankets ,a laying on a couch and covered with blankets 
"3008    338901
Name: id, dtype: int64",A dog sitting on a couch with several blankets.,dog sitting on a couch with several blankets.
"3008    338901
Name: id, dtype: int64",A large brown dog laying on top of a blue couch.,A large brown dog laying on top of blue couch.
"3008    338901
Name: id, dtype: int64",A dog looks up while laying on a blue couch.,A looks up while laying on a blue couch.
"3009    298738
Name: id, dtype: int64",A panda bear sitting and eating a plant.,A panda bear sitting and eating a.
"3009    298738
Name: id, dtype: int64",A panda sitting in a field and eating.,A panda sitting a field and eating.
"3009    298738
Name: id, dtype: int64",A panda bear sits on the ground by a tree.,A panda bear on the ground by a tree.
"3009    298738
Name: id, dtype: int64",A reclined panda bear is sitting by a bush.,reclined panda bear is sitting by a bush.
"3009    298738
Name: id, dtype: int64",A large panda sitting and eating a bamboo plant.,large panda sitting and eating a bamboo plant.
