,Unnamed: 0,label,original,hypothesis,modified
8981,8981,contradiction,a man in a purple shirt attempts tricks with a skateboard inside a heavily graffiti painted area.,a man in a purple shirt attempts tricks on a bicycle inside a heavily graffiti painted area.,a man in a purple striped shirt attempts tricks on a bicycle inside a heavily visible graffiti painted area.
8982,8982,neutral,a person wearing a blue hat rides a skateboard off of a cement bench.,the skater with the blue hat ollies off the bench.,the blue skater with the blue white hat ollies off the bench.
8983,8983,neutral,a person wearing a blue hat rides a skateboard off of a cement bench.,the skater wearing a hat attempts kickflip .,the first skater wearing a top hat attempts kickflip.
8984,8984,contradiction,a person wearing a blue hat rides a skateboard off of a cement bench.,the skater drops in the 8 foot half pipe.,the first skater drops in the 8 foot halfpipe pipe.
8985,8985,contradiction,a person grinding a ledge on a skateboard.,a person rollerskating,a two person rollerskating
8986,8986,neutral,a person grinding a ledge on a skateboard.,a person competing,a single person competing
8987,8987,entailment,a man in old costume leaps across an english street besides a peugeot.,a man is jumping next to a car.,a young man is jumping next to a car.
8988,8988,neutral,a man jumping in the middle of the street with flags attached to him.,the man is a clown.,the middle man is a clown.
8989,8989,entailment,a man jumping in the middle of the street with flags attached to him.,a man is on the street.,a black man is on the street.
8990,8990,neutral,a man dances with flags in the street in front of a group of onlookers.,the man is part of the 4th of july parade.,the middle man is part of the 4th of july parade.
8991,8991,contradiction,a man dances with flags in the street in front of a group of onlookers.,"the man is sitting under a tree, all alone reading a book.","the second man is sitting under a tree, all alone reading a book."
8992,8992,entailment,a man dances with flags in the street in front of a group of onlookers.,the man is moving and holding flags in his hands.,the white man is moving and holding flags in his hands.
8993,8993,contradiction,man performing a dance in the street.,a woman is singing in the street,a black woman is singing in the street
8994,8994,neutral,man performing a dance in the street.,a man is being watched by a group of spectators in the street,a black man is being watched by a group of spectators in the street
8995,8995,entailment,man performing a dance in the street.,a street entertainer is dancing,a black street dance entertainer is dancing
8996,8996,entailment,a man wearing black pants and a white long-sleeved shirt appears to be dancing in the middle of a street.,a man dances in the street.,a young man dances in the street.
8997,8997,contradiction,a man wearing black pants and a white long-sleeved shirt appears to be dancing in the middle of a street.,a fish swimming away from a shark.,a fish swimming away from a shark.
8998,8998,neutral,a man wearing black pants and a white long-sleeved shirt appears to be dancing in the middle of a street.,a man celebrates the patriots winning the superbowl,a young man celebrates the patriots winning the superbowl
8999,8999,contradiction,a man in old costume leaps across an english street besides a peugeot.,a man is hit by a car in the street.,a young man is hit by a black car in the street.
9000,9000,neutral,a man in old costume leaps across an english street besides a peugeot.,a man in a halloween costume tries to scare a driver.,a young man in a halloween costume tries to scare a driver.
9001,9001,contradiction,a man jumping in the middle of the street with flags attached to him.,a dog is on the middle of the street.,a dog is on the opposite middle of the main street.
9002,9002,entailment,a baseball player hitting a home run.,a basesball player hits the home run,a single basesball one player hits the first home base run
9003,9003,entailment,a baseball player hits baseball.,the player swings his bat.,the opposing player swings his baseball bat.
9004,9004,neutral,a baseball player hits baseball.,the player hit a home run.,the first player hit a perfect home hit run.
9005,9005,contradiction,a baseball player hitting a ball.,2 basketball players,2 basketball football players
9006,9006,contradiction,a baseball player in a uniform with a dark top and light pants is hitting the ball with his bat.,two young boys are playing chess in a library.,two young boys are playing chess in a library.
9007,9007,neutral,a baseball player in a uniform with a dark top and light pants is hitting the ball with his bat.,a batter in a baseball game is getting a hit.,a base batter in a professional baseball video game is getting a base hit.
9008,9008,entailment,a baseball player in a uniform with a dark top and light pants is hitting the ball with his bat.,a person is holding a baseball bat.,a female person is holding a white baseball softball bat.
9009,9009,neutral,a espn cameraman films a baseball player hitting a ball during a game.,the baseball is hit far.,the first baseball is hit far.
9010,9010,contradiction,a espn cameraman films a baseball player hitting a ball during a game.,nobody films the man hitting the baseball.,nobody films the young man hitting the ball baseball.
9011,9011,entailment,a espn cameraman films a baseball player hitting a ball during a game.,the person is playing baseball.,the second person is playing MLB baseball.
9012,9012,neutral,a baseball player hitting a ball.,someone hitting a ball during the championship baseball game,like someone hitting a baseball ball during the championship league baseball bowl game
9013,9013,contradiction,a baseball player hitting a home run.,the cat eats sheep,the cat eats sheep
9014,9014,neutral,a baseball player hitting a home run.,a baesball player hits the home run for the win,a black baesball The player hits the first homer run for the game win
9015,9015,contradiction,a baseball player hits baseball.,the player is throwing the football.,the football player is throwing the football.
9016,9016,entailment,a baseball player hitting a ball.,someone hitting a ball,like someone hitting a football ball
9017,9017,contradiction,three boys sitting in sand getting splashed by wave,three girls fall in the water,three girls fall in the running water
9018,9018,neutral,three boys sitting in sand getting splashed by wave,three brothers get splashed by a wave,three brothers get splashed by a blue wave
9019,9019,entailment,four young men are sitting on the beach under a crashing wave.,a wave is about to crash on four people.,a blue wave is about to crash on four people.
9020,9020,entailment,three boys sitting in sand getting splashed by wave,three boys in the ocean,three white boys in the right ocean
9021,9021,contradiction,four young men are sitting on the beach under a crashing wave.,some people are sleeping.,some even people are sleeping.
9022,9022,neutral,four young men are sitting on the beach under a crashing wave.,some people are relaxing on the beach.,some time people are relaxing on the right beach.
9023,9023,entailment,four people sitting in the path of a wave.,the four people are about to get hit by a wave.,the four white people are about to get hit by a wind wave.
9024,9024,contradiction,four people sitting in the path of a wave.,the four people are sitting on a bed.,the four white people are sitting on a bed.
9025,9025,entailment,four boys are about to be hit by an approaching wave.,a giant wave is about to crash on some boys.,a giant blue wave is about to crash on some boys.
9026,9026,neutral,boys with their backs against an incoming wave.,a group of people sit on the beach.,a smaller group of women people sit on the white beach.
9027,9027,contradiction,four boys are about to be hit by an approaching wave.,the wave missed the boys.,the first wave missed the boys.
9028,9028,neutral,four people sitting in the path of a wave.,the life guard calls out to them to get to safety.,the female life class guard calls out to them to get to safety.
9029,9029,neutral,boys with their backs against an incoming wave.,a group of people play in the ocean.,a large group of women people play in the blue ocean.
9030,9030,entailment,boys with their backs against an incoming wave.,a group of people stand together.,a smaller group of five people stand together.
9031,9031,entailment,four boys are about to be hit by an approaching wave.,a wave is about hit some boys.,a blue wave is about hit some boys.
9032,9032,contradiction,a couple in a red canoe paddle down a rough river lined with trees.,a woman is swimming upstream,a white woman is swimming upstream
9033,9033,entailment,a couple in a red canoe paddle down a rough river lined with trees.,a red canoe carrying two passengers wound it's way down a choppy river with trees surrounding it.,a redwood canoe carrying two passenger passengers wound it's head way down a choppy blue river with tall trees surrounding it.
9034,9034,contradiction,a couple in a red canoe paddle down a rough river lined with trees.,a lone person is paddling a red canoe.,a lone white person is paddling a redwood canoe.
9035,9035,neutral,a couple in a red canoe paddle down a rough river lined with trees.,wife and husband having a great valentines day.,wife and husband having a great valentines day.
9036,9036,entailment,a couple in a red canoe paddle down a rough river lined with trees.,two people are traveling by canoe.,two different people are traveling by canoe.
9037,9037,neutral,a couple in a red canoe paddle down a rough river lined with trees.,two people are singing while paddling a canoe.,two different people are singing while paddling a canoe.
9038,9038,neutral,a couple in a red canoe paddle down a rough river lined with trees.,the trees are pine,the three trees are pine
9039,9039,entailment,a couple in a red canoe paddle down a rough river lined with trees.,a man and woman enjoying each others company on the water.,a white man and woman enjoying each others company on the water.
9040,9040,entailment,a couple in a red canoe paddle down a rough river lined with trees.,two people are floating in a boat.,two coloured people are floating in a boat.
9041,9041,entailment,a couple in a red canoe paddle down a rough river lined with trees.,two people are outside,two white people are outside
9042,9042,contradiction,two people canoeing down a river in a red canoe.,there are people in the pool.,there are 3 people in the pool.
9043,9043,neutral,two people canoeing down a river in a red canoe.,two men are canoeing.,two white men are canoeing.
9044,9044,entailment,two people canoeing down a river in a red canoe.,there are people in a canoe in the river.,there are two people in a canoe in the river.
9045,9045,entailment,two people are in a canoe.,people are in a canoe.,The people are in a black canoe.
9046,9046,neutral,two people are in a canoe.,a man and woman are in a canoe.,a white man and woman are in a canoe.
9047,9047,contradiction,two people are in a canoe.,ten people are in a canoe.,ten hundred people are in a canoe.
9048,9048,neutral,two paddlers in a red canoe approach a couple of large rocks in the rushing river with conifers in the background.,paddlers are avoiding a rock while at the river.,paddlers are avoiding a small rock while at the river.
9049,9049,contradiction,two paddlers in a red canoe approach a couple of large rocks in the rushing river with conifers in the background.,boaters are passing by paddlers.,The boaters are passing by 2 paddlers.
9050,9050,entailment,two paddlers in a red canoe approach a couple of large rocks in the rushing river with conifers in the background.,paddlers reach a configuration of giant boulders while in the river.,Some paddlers reach a different configuration of giant water boulders while in the middle river.
9051,9051,neutral,two people paddle a canoe down a rough stretch of river near a pine forest.,they flip the canoe,they flip the right canoe
9052,9052,entailment,two people paddle a canoe down a rough stretch of river near a pine forest.,the river is rough,the right river is rough
9053,9053,contradiction,two people paddle a canoe down a rough stretch of river near a pine forest.,the people are sleeping on the couches,the three people are sleeping on the couches
9054,9054,contradiction,a couple in a red canoe paddle down a rough river lined with trees.,kids having a football catch in the ocean.,The kids having a football game catch in the dark ocean.
9055,9055,contradiction,a couple in a red canoe paddle down a rough river lined with trees.,the canoe is blue.,the blue canoe is blue.
9056,9056,neutral,a couple in a red canoe paddle down a rough river lined with trees.,the couple paddle hard.,the couple could paddle hard.
9057,9057,neutral,a couple in a red canoe paddle down a rough river lined with trees.,two men paddled down the river.,two black men paddled down the black river.
9058,9058,contradiction,a couple in a red canoe paddle down a rough river lined with trees.,five children are playing on a playground,five white children are playing on a playground
9059,9059,contradiction,three young men playing a game of monopoly in which two of them are physically arguing.,three young men peacefully play a game of scrabble.,three young black men peacefully play a long game of scrabble.
9060,9060,contradiction,three young men are seated at a table playing a game of monopoly while drinking sodas and one man is shoving the other away from him.,the boys are playing chess and drinking water.,the middle boys are playing chess and drinking ice water.
9061,9061,neutral,three young men are seated at a table playing a game of monopoly while drinking sodas and one man is shoving the other away from him.,the best friends are having a good time playing monopoly and drinking diet coke.,the best friends are having a good bad time playing monopoly and drinking diet coke.
9062,9062,entailment,three young men are seated at a table playing a game of monopoly while drinking sodas and one man is shoving the other away from him.,the young men are seated at the table playing monopoly and drinking sodas.,the young men are seated at the middle table playing monopoly and drinking sodas.
9063,9063,contradiction,three young men playing a game of monopoly in which two of them are physically arguing.,three men are sitting on the couch.,three black men are sitting on the couch.
9064,9064,entailment,three young men playing a game of monopoly in which two of them are physically arguing.,two men are mad at each other.,two different men are mad at each other.
9065,9065,neutral,three young men playing a game of monopoly in which two of them are physically arguing.,three young men are playing monopoly while two are fighting over whether or not the banker has been stealing from the bank money.,three young black men are playing monopoly while two are fighting over whether or not the banker has been stealing from the bank money.
9066,9066,contradiction,three young men playing a game of monopoly in which two of them are physically arguing.,three men eat dinner together.,three black men eat two dinner together.
9067,9067,entailment,three young men playing a game of monopoly in which two of them are physically arguing.,one of the men is not in the argument.,one of the white men is not in the second argument.
9068,9068,contradiction,three young men playing a game of monopoly in which two of them are physically arguing.,three girls are combing their hair.,three girls are combing their black hair.
9069,9069,contradiction,three young men playing a game of monopoly in which two of them are physically arguing.,the three young men are playing chess.,the three young looking men are playing chess.
9070,9070,neutral,three young men playing a game of monopoly in which two of them are physically arguing.,two men accuse each other of cheating.,two black men accuse each other of cheating.
9071,9071,neutral,three young men playing a game of monopoly in which two of them are physically arguing.,one of the men accused the other of cheating.,one of the three men accused the other of cheating.
9072,9072,entailment,three young men playing a game of monopoly in which two of them are physically arguing.,three young men play a boardgame.,three young women men play a boardgame.
9073,9073,entailment,three young men playing a game of monopoly in which two of them are physically arguing.,"three men playing monopoly, and two are arguing.","three like men playing monopoly, and two are arguing."
9074,9074,neutral,three young men playing a game of monopoly in which two of them are physically arguing.,two men are arguing.,two black men are arguing.
9075,9075,entailment,three young men playing a game of monopoly in which two of them are physically arguing.,one man sits quietly waiting to play the game.,one third man sits quietly waiting to play the game.
9076,9076,neutral,three young men playing a game of monopoly in which two of them are physically arguing.,three brothers are playing a board game.,three brothers are playing a Japanese board baseball game.
9077,9077,neutral,three young men are playing around while playing monopoly at a table.,three men are playing around while playing monopoly at a table after dinner.,three men are playing around while playing monopoly at a high table after dinner.
9078,9078,contradiction,three young men are playing around while playing monopoly at a table.,three young men play parcheesi.,three young black men play around parcheesi.
9079,9079,entailment,three young men are playing around while playing monopoly at a table.,three guys playing monopoly.,three black guys playing monopoly.
9080,9080,entailment,"three young men are playing monopoly together, and one is being pushed by the other.",three men are playing,three black men are playing
9081,9081,contradiction,"three young men are playing monopoly together, and one is being pushed by the other.",the men are asleep in the motel,the two men are asleep in the motel
9082,9082,neutral,"three young men are playing monopoly together, and one is being pushed by the other.",the men are thieves,the two men are thieves
9083,9083,contradiction,three guys in jeans playing monopoly at a table.,three guys are playing basketball,three little guys are playing basketball
9084,9084,entailment,three guys in jeans playing monopoly at a table.,three guys are playing monopoly,three black guys are playing monopoly
9085,9085,neutral,three guys in jeans playing monopoly at a table.,three guys are all related,three different guys are all related
9086,9086,neutral,a man is using a small chainsaw to carve an owl from wood.,an elderly man is practicing woodwork.,an elderly black man is practicing woodwork.
9087,9087,neutral,a guy wearing protective pants is carving an owl on a perch out of wood using a chainsaw.,a man wearing yellow pants is carving an owl.,a black man wearing yellow white pants is carving an owl.
9088,9088,contradiction,a man is using a chainsaw to carve a wooden sculpture.,the man is taking a bath.,the white man is taking a bath.
9089,9089,neutral,a man is using a chainsaw to carve a wooden sculpture.,the man is making sculptures to sell.,the white man is making bronze sculptures to sell.
9090,9090,contradiction,a guy wearing protective pants is carving an owl on a perch out of wood using a chainsaw.,a man is carving a duck out of wood.,a black man is carving a duck out of carved wood.
9091,9091,neutral,a man with noise-cancelling headphones in a black t-shirt is using a chainsaw to sculpt a bird out of a tree stump.,the man making the bird is a professional.,the old man making the bird is a professional.
9092,9092,entailment,a man with noise-cancelling headphones in a black t-shirt is using a chainsaw to sculpt a bird out of a tree stump.,there is a man making a bird out of a tree stump.,there is a black man making a bird out of a wood tree without stump.
9093,9093,entailment,a guy wearing protective pants is carving an owl on a perch out of wood using a chainsaw.,a man is using tools to carve.,a black man is using Chinese tools to carve.
9094,9094,neutral,a man carving a wooden statue with a chainsaw.,a sad man carving a wooden statue with a chainsaw.,a sad man carving a wooden Buddha statue with a chainsaw.
9095,9095,contradiction,a man carving a wooden statue with a chainsaw.,a woman carving a wooden statue with a chainsaw.,a female woman carving a wooden sculpture statue with a chainsaw.
9096,9096,entailment,a man is using a small chainsaw to carve an owl from wood.,a man is doing woodwork.,a black man is doing woodwork.
9097,9097,entailment,a man is using a chainsaw to carve a wooden sculpture.,a man is carving a wooden sculpture.,a young man is carving a wooden wood sculpture.
9098,9098,entailment,a man carving a wooden statue with a chainsaw.,a man carving a statue with a chainsaw.,a man carving a bronze statue with a chainsaw.
9099,9099,contradiction,a man is using a small chainsaw to carve an owl from wood.,a man is repairing a house.,a black man is repairing a house.
9100,9100,contradiction,a man with noise-cancelling headphones in a black t-shirt is using a chainsaw to sculpt a bird out of a tree stump.,a woman with noise-cancelling headphones in a black t-shirt is using a chainsaw to sculpt a bird out of a tree stump.,a black woman with noise- cancelling headphones in a black t- shirt is using a chainsaw to sculpt a bird out of a tree stump.
9101,9101,entailment,a man riding a bicycle performs a trick above a dirt mound.,the man is doing bicycle tricks.,the middle man is doing bicycle tricks.
9102,9102,neutral,man doing a jumping bike trick on dirt mound at night.,a man trying to impress his wife with bike tricks.,a wealthy man trying to impress his wife with various bike tricks.
9103,9103,contradiction,a man on a bicycle jumping off a dirt ramp with one foot on the ground,two guys are tandem riding a bike on the dike.,two guys are tandem riding a similar bike on the dike.
9104,9104,neutral,a man on a bicycle jumping off a dirt ramp with one foot on the ground,a man is trying to qualify for the finals of the bmx run.,a black man is trying to qualify for the finals of the bmx run.
9105,9105,entailment,a man on a bicycle jumping off a dirt ramp with one foot on the ground,a man is riding a vehicle with two pedals.,a black man is riding a vehicle with two pedals.
9106,9106,entailment,man doing a jumping bike trick on dirt mound at night.,man doing bike tricks at night.,man doing Indian bike tricks at night.
9107,9107,neutral,a young man in tan shorts and green shirt is falling off his bicycle.,the man is learning to ride a bike.,the old man is learning to ride a bike.
9108,9108,entailment,a young man in tan shorts and green shirt is falling off his bicycle.,the man falls off his bike.,the second man falls off his bike.
9109,9109,contradiction,a young man in tan shorts and green shirt is falling off his bicycle.,the man wears a tuxedo.,the second man wears a tuxedo.
9110,9110,contradiction,man doing a jumping bike trick on dirt mound at night.,man doing scooter tricks during the day.,man doing scooter tricks during the day.
9111,9111,entailment,a man on a bmx.,a man on bmx,a black man on bmx
9112,9112,neutral,a man on a bmx.,the man is young,the middle man is young
9113,9113,contradiction,a man on a bmx.,the man is on a plane,the right man is on a plane
9114,9114,neutral,a man riding a bicycle performs a trick above a dirt mound.,the man is riding his bicycle on a stunt course,the white man is riding his bicycle on a stunt course
9115,9115,contradiction,a man riding a bicycle performs a trick above a dirt mound.,the man is walking on a dirt mound.,the white man is walking on a dirt mound.
9116,9116,contradiction,a long-haired man and a child are at an outdoor restaurant.,two guys about to eat at a hotdog contest.,two black guys about to eat at a hotdog contest.
9117,9117,entailment,a man and a girl are both looking at something of interest.,something catches the eye of a man and girl,something catches the eye of a black man and girl
9118,9118,neutral,a man and a girl are both looking at something of interest.,a man and his daughter watch dogs play outdoors,a black man and his daughter watch dogs play outdoors
9119,9119,entailment,a man is sitting down and holding a young boy.,the man is not alone.,the middle man is not alone.
9120,9120,contradiction,a man is sitting down and holding a young boy.,the man is infact a cow that likes to eat lemons.,the second man is infact a cow that likes to eat lemons.
9121,9121,neutral,a man is sitting down and holding a young boy.,the man is getting ready to race in a three legged race with the boy.,the black man is getting ready to race in a three legged race with the boy.
9122,9122,contradiction,"a man in glasses holds a child against his chest outside in a public eating area, while they both look down at something out of frame.",the man is taking a nap.,the black man is taking a nap.
9123,9123,neutral,"a man in glasses holds a child against his chest outside in a public eating area, while they both look down at something out of frame.",the man is comforting his daughter.,the old man is comforting his daughter.
9124,9124,entailment,"a man in glasses holds a child against his chest outside in a public eating area, while they both look down at something out of frame.",the man has a child in his arms.,the middle man has a child in his arms.
9125,9125,entailment,a old man with gray hair is holding a young child.,a man holding a child.,a white man holding a child.
9126,9126,neutral,a old man with gray hair is holding a young child.,a man with grey hair holding his granddaughter.,a small man with grey brown hair holding his granddaughter.
9127,9127,contradiction,a old man with gray hair is holding a young child.,a man pushing a stroller.,a black man pushing a stroller.
9128,9128,entailment,a long-haired man and a child are at an outdoor restaurant.,two people are eating outdoors.,two different people are eating outdoors.
9129,9129,neutral,a long-haired man and a child are at an outdoor restaurant.,a man and his daughter are sitting outdoors.,a black man and his daughter are sitting outdoors.
9130,9130,contradiction,a man and a girl are both looking at something of interest.,a girl sleeps in her moms lap,a white girl sleeps in her moms ... lap
9131,9131,neutral,spectators view of soccer game.,someone is hurt on the ground in the middle of a soccer match.,Sometimes someone is hurt on the soft ground in the close middle of a soccer football match.
9132,9132,contradiction,a soccer game where a corner kick is about to take place.,an empty field.,an empty blue field.
9133,9133,entailment,spectators view of soccer game.,people are playing a soccer game.,Some people are playing a soccer team game.
9134,9134,neutral,soccer players guard a goal during a soccer match.,the goalie prepares to catch a soccer ball.,the goalie prepares to catch a soccer softball ball.
9135,9135,entailment,soccer players guard a goal during a soccer match.,soccer players are on the field for a match.,soccer football players are on the playing field for a match.
9136,9136,contradiction,soccer players guard a goal during a soccer match.,some soccer players are on the sidelines.,some soccer football players are on the sidelines.
9137,9137,entailment,a soccer game where a corner kick is about to take place.,a person about to kick.,a standing person about to kick.
9138,9138,neutral,a soccer game where a corner kick is about to take place.,a tall person about to kick.,a tall looking person about to kick.
9139,9139,contradiction,a group of men playing soccer in a stadium full of people.,men play hockey in a stadium.,The men play hockey in a large stadium.
9140,9140,neutral,a group of men playing soccer in a stadium full of people.,men play soccer in a stadium for the world cup.,men play soccer in a different stadium for the world cup.
9141,9141,entailment,a group of men playing soccer in a stadium full of people.,men play soccer in a stadium.,The men play soccer in a wooden stadium.
9142,9142,contradiction,the soccer players are walking on the field.,the soccer players are walking off the field,the soccer ball players are walking off the baseball field
9143,9143,neutral,the soccer players are walking on the field.,the soccer players are about to start the game,the soccer ball players are about to start the game
9144,9144,contradiction,spectators view of soccer game.,people are watching a field hockey match.,people are watching a Chinese field hockey match.
9145,9145,entailment,the soccer players are walking on the field.,there are soccer players,there are soccer player players
9146,9146,contradiction,the surfer is in the wave.,a person goes pattleboating,a good person goes pattleboating
9147,9147,neutral,a surfer rides up the wave.,the surfer is female.,the first surfer is female.
9148,9148,contradiction,a surfer on a blue surfboard is falling off of it as he hits a wave.,a shark is surfing.,a shark is surfing.
9149,9149,contradiction,a surfer rides up the wave.,"the surfer is surfing in space, and is silver.","the white surfer is surfing in space, and is silver."
9150,9150,neutral,a surfer on a blue surfboard is falling off of it as he hits a wave.,a woman is surfing.,a woman is surfing.
9151,9151,entailment,a surfer on a blue surfboard is falling off of it as he hits a wave.,a person is surfing.,a white person is surfing.
9152,9152,neutral,man falling off a blue surfboard in the ocean.,the ocean has rough seas.,the Arctic ocean has rough earth seas.
9153,9153,contradiction,man falling off a blue surfboard in the ocean.,the man is at church.,the white man is at church.
9154,9154,contradiction,the surfer rides a wave on a blue surfboard.,the surfer was swimming beside his surfboard,the first surfer was swimming beside his right surfboard
9155,9155,contradiction,the surfer rides a wave on a blue surfboard.,the swimmer was walking on the boardwalk,the first swimmer was walking on the boardwalk
9156,9156,entailment,man falling off a blue surfboard in the ocean.,man is outside.,man is outside.
9157,9157,entailment,the surfer rides a wave on a blue surfboard.,the surfer caught a huge wave while surfing,the second surfer caught a huge large wave while surfing
9158,9158,neutral,the surfer is in the wave.,a surfer riding a big wave at a competition,a professional surfer riding a big blue wave at a competition
9159,9159,entailment,the surfer is in the wave.,a person is playing in water,a person is playing in standing water
9160,9160,entailment,a surfer rides up the wave.,the surfer is wet.,the second surfer is wet.
9161,9161,neutral,man in a police costume next to a man in a zombie costume.,sad man in a police costume next to a man in a zombie costume.,sad seeing man in a police costume next to a man in a zombie costume.
9162,9162,entailment,man in a police costume next to a man in a zombie costume.,someone in a police costume next to a man in a zombie costume.,someone in a police costume next to a police man in a zombie costume.
9163,9163,entailment,a man in a uniform costume stands next to a man in a horro costume.,two men in costumes stand next to each other.,two white men in costumes stand next to each other.
9164,9164,contradiction,a man in a uniform costume stands next to a man in a horro costume.,the men are sitting next to a woman.,the three men are sitting next to a woman.
9165,9165,contradiction,man in a police costume next to a man in a zombie costume.,woman in a police costume next to a man in a zombie costume.,The woman in a police station costume next to a young man in a zombie costume.
9166,9166,neutral,the bloodied man is a hit at the haloween party.,the man won best costume and made money from the halloween contest.,the black man won best costume and made money from the halloween contest.
9167,9167,contradiction,the bloodied man is a hit at the haloween party.,the bloodied man sleeping in the middle of the woods.,the bloodied young man sleeping in the middle of the woods.
9168,9168,entailment,the bloodied man is a hit at the haloween party.,the male is covered in blood.,the female male is covered in blood.
9169,9169,contradiction,people are at a costume party.,a man in a business suit sits at his desk.,a Chinese man in a business suit sits at his desk.
9170,9170,entailment,people are at a costume party.,there are people in costume at a party.,there are 2 people in costume at a party.
9171,9171,neutral,people at a costume party.,there is food and drink in the photo.,there is food and water drink in the right photo.
9172,9172,neutral,people are at a costume party.,a bunch of people at a party dressed like clowns.,a bunch of young people at a party dressed like clowns.
9173,9173,contradiction,people at a costume party.,people are naked,The people are naked
9174,9174,entailment,people at a costume party.,people are wearing costumes,Some people are wearing black costumes
9175,9175,neutral,a man in a uniform costume stands next to a man in a horro costume.,the men are dressed in costumes for a party.,the three men are dressed in costumes for a party.
9176,9176,contradiction,a barefoot and shirtless skateboarder rides along a road.,a man skating in an indoor skating rink.,a Chinese man skating in an indoor skating rink.
9177,9177,entailment,a skateboarder in striped shorts skating down a street.,a person is navigating the street on wheels.,a person is navigating the whole street on wheels.
9178,9178,neutral,a skateboarder in striped shorts skating down a street.,an athlete is performing tricks on his way to school.,an Indian athlete is performing tricks on his first way to school.
9179,9179,contradiction,a skateboarder in striped shorts skating down a street.,a bicyclist is on the sidewalk.,a bicyclist is on the right sidewalk.
9180,9180,entailment,a man in shorts skateboards down the street.,the man is outside.,the middle man is outside.
9181,9181,neutral,a man in shorts skateboards down the street.,the man is not wearing a shirt.,the middle man is not wearing a shirt.
9182,9182,contradiction,a man in shorts skateboards down the street.,the man is riding a horse.,the right man is riding a horse.
9183,9183,contradiction,a teenager wearing striped shorts and no shirt is skateboarding down a road a long the ocean.,the teenager is asleep in a tent,the teenager is asleep in a circus tent
9184,9184,neutral,a teenager wearing striped shorts and no shirt is skateboarding down a road a long the ocean.,the teenager is late for work,the teenager is late for public work
9185,9185,entailment,a teenager wearing striped shorts and no shirt is skateboarding down a road a long the ocean.,the teenager is moving around outside,the teenager is moving around outside
9186,9186,entailment,"shirtless, tattooed man rides skateboard down blurring street near beach.",there is a man on a skateboard.,there is a black man on a skateboard.
9187,9187,neutral,"shirtless, tattooed man rides skateboard down blurring street near beach.",a man is on a skateboard chasing after his son.,a young man is on a black skateboard chasing after his son.
9188,9188,contradiction,"shirtless, tattooed man rides skateboard down blurring street near beach.",the man is riding a skateboard in a field of grass.,the middle man is riding a white skateboard in a field of grass.
9189,9189,entailment,a barefoot and shirtless skateboarder rides along a road.,a person skateboarding outside.,a second person skateboarding outside.
9190,9190,neutral,a barefoot and shirtless skateboarder rides along a road.,a man trying to outskate a car.,a young man trying to outskate a car.
9191,9191,entailment,"a woman wearing gray, sitting on a picnic table by a baby stroller.",a picnic table with a woman sitting at it and a baby stroller next to it.,a picnic table with a baby woman sitting at it and a baby pink stroller next to it.
9192,9192,contradiction,"a woman wearing gray, sitting on a picnic table by a baby stroller.",an empty picnic table.,an empty picnic table.
9193,9193,entailment,a woman next to a stroller stops for a drink of water on a bench.,a woman drinks something.,a white woman drinks something.
9194,9194,entailment,a woman sits on a park picnic table near a stroller.,the woman near the stroller is sitting on a park picnic table.,the black woman near the third stroller is sitting on a park picnic table.
9195,9195,neutral,a woman next to a stroller stops for a drink of water on a bench.,a woman is on a run and stops to rest and drink.,a white woman is on a run and stops to rest and drink.
9196,9196,contradiction,a woman next to a stroller stops for a drink of water on a bench.,a woman sits on the ground eating a hotdog.,a black woman sits on the high ground eating a hotdog.
9197,9197,neutral,a woman sits on a park picnic table near a stroller.,the woman sits on the park picnic table near the stroller while her child plays.,the older woman sits on the park picnic table near the mother stroller while her child plays.
9198,9198,contradiction,a woman sits on a park picnic table near a stroller.,the woman sitting on the grass is near a stroller.,the black woman sitting on the grass is near a stroller.
9199,9199,neutral,"a person is sitting on a yellow picnic table with a water bottle, while a baby stroller sits beside her.",a mom takes a break in a park,a guy mom takes a break in a park
9200,9200,entailment,"a person is sitting on a yellow picnic table with a water bottle, while a baby stroller sits beside her.",a individual on a table holds a water near a stroller,a individual on a table holds a water near a female stroller
9201,9201,contradiction,"a person is sitting on a yellow picnic table with a water bottle, while a baby stroller sits beside her.",two babies play in the grass,two babies play in the grass
9202,9202,entailment,a woman having her time thinking of how she will break away from her drinking husband,her husband drinks.,her husband drinks.
9203,9203,contradiction,a woman having her time thinking of how she will break away from her drinking husband,her husband is sober and can poop out gold.,her husband is sober and can poop out gold.
9204,9204,neutral,a woman having her time thinking of how she will break away from her drinking husband,her husband is abusive.,her husband is abusive.
9205,9205,neutral,"a woman wearing gray, sitting on a picnic table by a baby stroller.",a woman sitting at a picnic table with her baby,a white woman sitting at a picnic table with her baby
9206,9206,entailment,a young girl with long brown hair and dressed in black athletic wear is running towards a soccer ball.,a young girl playing soccer.,a young black girl playing soccer.
9207,9207,neutral,a young soccer player getting ready to kick the ball.,a soccer player is getting ready to take a penalty kick.,a black soccer football player is getting ready to take a controversial penalty home kick.
9208,9208,contradiction,a young girl with long brown hair and dressed in black athletic wear is running towards a soccer ball.,a young girl sits in a field.,a young Chinese girl sits in a field.
9209,9209,contradiction,a young soccer player is about to kick the ball presumably to another player.,the soccer player kicks the ball to the moon.,the soccer player kicks the baseball ball to the moon.
