,image_id,original,modified
9484,"1894    208363
Name: id, dtype: int64",A bunch of people are sitting together eating pizza and talking.,A pool of people are sitting together eating pizza and talking.
9485,"1895    87742
Name: id, dtype: int64",A large glass vase with some flowers near a big window.,A large glass framed vase with some flowers near a big window.
9486,"1895    87742
Name: id, dtype: int64",A glass vase full of feathers on a table in front of a window.,A glass sits full of feathers on a table in front of a window.
9487,"1895    87742
Name: id, dtype: int64",a vase on a table with flowers inside,a green vase on a table with flowers inside
9488,"1895    87742
Name: id, dtype: int64",A vase filled with peacock feathers sits in front of the window.,A vase filled with peacock feathers sits in high front of the window.
9489,"1895    87742
Name: id, dtype: int64",A glass vase filled with feathers on a table,A glass vase filled with coins on a table
9490,"1896    486040
Name: id, dtype: int64",Two desktop computers sitting on top of a desk.,Two desktop computers sitting on top of a car.
9491,"1896    486040
Name: id, dtype: int64",A monochromatic image of a desk with two laptops.,A monochromatic image of a desk man with two laptops.
9492,"1896    486040
Name: id, dtype: int64",An office with a couple of computers on a desk and a work ligt.,An office sofa with a couple of computers on a desk and a work ligt.
9493,"1896    486040
Name: id, dtype: int64",A computer on a desk with a splatter screen saver pattern.,A computer on a desk with a splatter screen saver tube pattern.
9494,"1896    486040
Name: id, dtype: int64",The laptop computer is on the desk under the light.,The laptop computer is on the desk under the daytime light.
9495,"1897    206218
Name: id, dtype: int64",A laptop computer sitting on a truck table.,A laptop computer sitting on such a truck table.
9496,"1897    206218
Name: id, dtype: int64",A laptop on a table that looks like a tank ,A laptop on a table that all looks like a tank 
9497,"1897    206218
Name: id, dtype: int64",a laptop computer sitting on top of a homemade machine with wheels,a mini laptop computer sitting on top of a homemade machine with wheels
9498,"1897    206218
Name: id, dtype: int64",An all terrain robot with a laptop sitting on it in a lab.,An industrial robot with a laptop sitting on it in a lab.
9499,"1897    206218
Name: id, dtype: int64","A small tank like vehicle with wheels and a camera attached to the top, along with a laptop computer resting on top of it.","A small tank like vehicle with wheels and a camera attached to the top, along with a laptop computer resting on top of driving it."
9500,"1898    482970
Name: id, dtype: int64",A laptop computer sitting on a desk with a speaker.,A laptop computer sitting on just a desk with a speaker.
9501,"1898    482970
Name: id, dtype: int64",An open laptop and speakers on top of a desk.,An open laptop and speakers mount on top of a desk.
9502,"1898    482970
Name: id, dtype: int64",An open laptop computer sitting on top of a wooden desk.,An open laptop computer sitting safely on top of a wooden desk.
9503,"1898    482970
Name: id, dtype: int64",A laptop sitting on a desk with a chat window displayed.,A laptop sitting on a desk with a chat link displayed.
9504,"1898    482970
Name: id, dtype: int64",A powered on laptop computer next to a speaker on a desk.,A powered on laptop computer next to a speaker on a tablet.
9505,"1899    326970
Name: id, dtype: int64",A man and two women sitting on a tan ledge.,One man and two women sitting on a tan ledge.
9506,"1899    326970
Name: id, dtype: int64",Three adults sitting while checking cell phone messages.,Three adults sitting while checking cell phone reception.
9507,"1899    326970
Name: id, dtype: int64",A group of three people sitting next to each other on a cement wall.,A group of reportedly three people sitting next to each other on a cement wall.
9508,"1899    326970
Name: id, dtype: int64",Three people sitting on a wall looking at their cell phones.,Three people sitting on a wall looking at their Nokia phones.
9509,"1899    326970
Name: id, dtype: int64",Three people are sitting and waiting on a planter.,Three people are sitting and talking waiting on a planter.
9510,"1900    478420
Name: id, dtype: int64",Two woman leaning against a wall wearing baby slings.,Two woman leaning against a wall door wearing baby slings.
9511,"1900    478420
Name: id, dtype: int64",Two women in colorful dresses lean against a white wall and one of them is on a cell phone.,Two women posed in colorful dresses lean against a white wall and one of them is on a cell phone.
9512,"1900    478420
Name: id, dtype: int64","Two ladies, one making a phone call while the other carrying a baby.","Two ladies, one making a phone call while the nearest other carrying a baby."
9513,"1900    478420
Name: id, dtype: int64","Two women with standing with babies, with one woman on a mobile. ","Two women with standing with babies, with one woman on a mobile. "
9514,"1900    478420
Name: id, dtype: int64",two lady's wearing long dresses and carrying baskest ,two lady's wearing long dresses pink and carrying baskest 
9515,"1901    411754
Name: id, dtype: int64",A man checks his cell phone in a waiting area. ,A man checks his cell phone in Cambridge area. 
9516,"1901    411754
Name: id, dtype: int64",A man looks at his cell phone in a hallway,A man looks at his girlfriend in a hallway
9517,"1901    411754
Name: id, dtype: int64",A man looks at something that he is holding,A man looks at dead something that he is holding
9518,"1901    411754
Name: id, dtype: int64",A middle aged man is looking at his phone. ,A middle aged man is looking ahead at his phone. 
9519,"1901    411754
Name: id, dtype: int64",A man with glasses looking at his cell phone.,Unknown man with glasses looking at his cell phone.
9520,"1902    369503
Name: id, dtype: int64","A kitchen with a clear counter top and wooden cabinets, along with a white dish washer under the counter.","A kitchen with a clear counter top and wooden working cabinets, along with a white dish washer under the counter."
9521,"1902    369503
Name: id, dtype: int64",An older person standing inside of a kitchen.,An older person smiles standing inside of a kitchen.
9522,"1902    369503
Name: id, dtype: int64",A woman standing in an un-lived in kitchen,Canadian woman standing in an un-lived in kitchen
9523,"1902    369503
Name: id, dtype: int64",A kitchen counter and cabinetry with a large window.,A kitchen counter and cabinetry area with a large window.
9524,"1902    369503
Name: id, dtype: int64",The old woman is in the kitchen ready to make food,The old woman is in the kitchen helping to make food
9525,"1903    802
Name: id, dtype: int64","A kitchen with a refrigerator, stove and oven with cabinets.","combination kitchen with a refrigerator, stove and oven with cabinets."
9526,"1903    802
Name: id, dtype: int64",A white oven and a white refrigerator are in the kitchen.,A white oven and a smart refrigerator are in the kitchen.
9527,"1903    802
Name: id, dtype: int64",The refrigerator is brand new and was delivered today.,The refrigerator is brand NEW and was delivered today.
9528,"1903    802
Name: id, dtype: int64",Stark white appliances stand out against brown wooden cabinets.,Stark white appliances stand out against brown vinyl cabinets.
9529,"1903    802
Name: id, dtype: int64",Kitchen appliances and cabinets as seen through opening.,Kitchen appliances and lower cabinets as seen through opening.
9530,"1904    456662
Name: id, dtype: int64",A child standing completely upright in front of a refrigerator.,A lobster standing completely upright in front of a refrigerator.
9531,"1904    456662
Name: id, dtype: int64",The young girl is standing in front of the refrigerator.,The young girl is standing in front sight of the refrigerator.
9532,"1904    456662
Name: id, dtype: int64",A little blonde girl standing in front of a fridge.,A curious blonde girl standing in front of a fridge.
9533,"1904    456662
Name: id, dtype: int64",A little girl is standing in front of a refrigerator.,A little girl is standing calmly in front of a refrigerator.
9534,"1904    456662
Name: id, dtype: int64",A young girl stands in front of the refrigerator.,A young girl struggles in front of the refrigerator.
9535,"1905    525286
Name: id, dtype: int64",A large clock  is on the wall where the paint is peeling.,A large clock  is on the wall where the paint is carefully peeling.
9536,"1905    525286
Name: id, dtype: int64",A thermometer near a tiled wall beneath trees.,A thermometer near a tiled wall suspended beneath trees.
9537,"1905    525286
Name: id, dtype: int64",A measuring instrument hanging on the wall of a building who's paint is chipping.,A measuring instrument hanging on the wall of a building who's paint chip is chipping.
9538,"1905    525286
Name: id, dtype: int64",This is a temperature gauge that is hanging outdoors. ,This is a temperature gauge that whoever is hanging outdoors. 
9539,"1905    525286
Name: id, dtype: int64",A clock hangs on a wall of a neglected building.,A grandfather clock hangs on a wall of a neglected building.
9540,"1906    330554
Name: id, dtype: int64",Blender with portions of its contents spilled around it. ,Blender with portions of its contents spilled around beside it. 
9541,"1906    330554
Name: id, dtype: int64",A blender on the counter with liquid in it and spilled on the counter. ,A blender on the counter with liquid in between it and spilled on the counter. 
9542,"1906    330554
Name: id, dtype: int64",Blender on a messy counter in a kitchen filled with food.,dishes on a messy counter in a kitchen filled with food.
9543,"1906    330554
Name: id, dtype: int64",A blender with liquid sprayed onto the counter top.,A blender with powder sprayed onto the counter top.
9544,"1906    330554
Name: id, dtype: int64",A blender on the c9unter that has spilled everywhere.,A blender on the c9unter that alcohol has spilled everywhere.
9545,"1907    530457
Name: id, dtype: int64",A vase filled with red and orange flowers.,A vase filled with yellow and orange flowers.
9546,"1907    530457
Name: id, dtype: int64",A clear vase holding drooping orange and red flowers.,A clear container holding drooping orange and red flowers.
9547,"1907    530457
Name: id, dtype: int64",PIcked peach flowers sit in a vase with water.,PIcked peach flowers enclosed in a vase with water.
9548,"1907    530457
Name: id, dtype: int64",Some pretty flowers sitting on a hearth next to a fireplace. ,Some pretty flowers sitting on a hearth next to warming a fireplace. 
9549,"1907    530457
Name: id, dtype: int64",The flowers in the clear glass vase are starting to wilt.,The flowers in the clear glass velvet vase are starting to wilt.
9550,"1908    375078
Name: id, dtype: int64","A dried black flower in a long, tall black & white vase.","Another dried black flower in a long, tall black & white vase."
9551,"1908    375078
Name: id, dtype: int64",A thin wine bottle sits on a table against a wall.,A thin wine bottle sits on a plastic table against a wall.
9552,"1908    375078
Name: id, dtype: int64",A brown and white vase with foliage on a small table.,A brown and white cat with foliage on a small table.
9553,"1908    375078
Name: id, dtype: int64",A black and whit vase sitting on a small table.,colorful black and whit vase sitting on a small table.
9554,"1908    375078
Name: id, dtype: int64",Thin black and white vase with black flowers.,Thin black and white vase with black candles.
9555,"1909    500716
Name: id, dtype: int64",A guy holding a pair of metal scissors in front of his eye.,A guy placed a pair of metal scissors in front of his eye.
9556,"1909    500716
Name: id, dtype: int64",A man is wearing surgical type scissors as bifocal glasses.,A man is wearing surgical type scissors as temporary bifocal glasses.
9557,"1909    500716
Name: id, dtype: int64","A man peering through the handle of folding scissors, as if they were eyeglasses.","A man nervously peering through the handle of folding scissors, as if they were eyeglasses."
9558,"1909    500716
Name: id, dtype: int64",A man is looking through the handle of some scissors.,A man mechanic is looking through the handle of some scissors.
9559,"1909    500716
Name: id, dtype: int64",A man looking through a thumb hole on a scissors.,A man looking through a thumb hole on holds a scissors.
9560,"1910    411938
Name: id, dtype: int64",A person holding a huge teddy bear while riding a bike in the street.,A person holding a huge teddy bear while riding a riding bike in the street.
9561,"1910    411938
Name: id, dtype: int64",A boy is riding a bike with a teddy bear as a person sitting is toasting a beer.,A boy is riding a bike with a camera as a person sitting is toasting a beer.
9562,"1910    411938
Name: id, dtype: int64",People riding bicycles with a teddy bear on a city street,People riding bicycles with a baby teddy bear on a city street
9563,"1910    411938
Name: id, dtype: int64",A woman holding a teddy bear riding a bike with friends,A woman holding near a teddy bear riding a bike with friends
9564,"1910    411938
Name: id, dtype: int64",Woman holding a teddy bear on the back of a bicycle. ,Woman holding along a teddy bear on the back of a bicycle. 
9565,"1911    257169
Name: id, dtype: int64",A bathroom that has a persons hand holding an object.,A bathroom device that has a persons hand holding an object.
9566,"1911    257169
Name: id, dtype: int64",A person is holding up a hair dryer in the bathroom. ,A person is holding up a clean hair dryer in the bathroom. 
9567,"1911    257169
Name: id, dtype: int64",a woman holds a dryer in a bathroom ,a woman holds a cat in a bathroom 
9568,"1911    257169
Name: id, dtype: int64",someone steaming the wrinkles out of a garment ,someone steaming through the wrinkles out of a garment 
9569,"1911    257169
Name: id, dtype: int64",this is a blow dryer in a bathroom,this is a blow dryer nozzle in a bathroom
9570,"1912    173091
Name: id, dtype: int64","A simple lunch includes a coffee drink, fruit and a sandwich wrap.","A soft lunch includes a coffee drink, fruit and a sandwich wrap."
9571,"1912    173091
Name: id, dtype: int64","A sandwich, a piece if fruit and a Starbucks drink sits on the counter.","A peanut sandwich, a piece if fruit and a Starbucks drink sits on the counter."
9572,"1912    173091
Name: id, dtype: int64","A sandwich, donut and drink on a table.","A sandwich, donut and vanilla drink on a table."
9573,"1912    173091
Name: id, dtype: int64","A carryout lunch including sandwich, fruit, and frappucino. ","A balanced lunch including sandwich, fruit, and frappucino. "
9574,"1912    173091
Name: id, dtype: int64",The sandwich in the container is next to a glass of coffee.,The sandwich in the container is next to a glass of soap.
9575,"1913    418062
Name: id, dtype: int64",Two men next to each other holding wine glasses. ,Two men next to each other holding wine or glasses. 
9576,"1913    418062
Name: id, dtype: int64",Two men pose for the camera holding glasses of wine.,Two men pose for setting the camera holding glasses of wine.
9577,"1913    418062
Name: id, dtype: int64",Two men holding wine glasses posing for a photo,Two men holding wine glasses posing for a portrait
9578,"1913    418062
Name: id, dtype: int64",Two men stand next to each other holding glasses.,Two black men stand next to each other holding glasses.
9579,"1913    418062
Name: id, dtype: int64",Two friends sharing a drink at a party.,Two friends sharing a drink at twice a party.
9580,"1914    91615
Name: id, dtype: int64",A very clean kitchen has stainless steel appliances.,A very clean kitchen has stainless chrome steel appliances.
9581,"1914    91615
Name: id, dtype: int64",a kitchen that has a stove and a sink in it,a kitchen that has a stove and a sink built in it
9582,"1914    91615
Name: id, dtype: int64",A kitchen is shown with stainless steel appliances.,A kitchen is shown downstairs with stainless steel appliances.
9583,"1914    91615
Name: id, dtype: int64","A kitchen has light wooden colored cabinetry, beige countertops, and stainless steel appliances in an open concept house.","A kitchen has light wooden colored cabinetry, beige countertops, and stainless steel appliances in an impressive open concept house."
9584,"1914    91615
Name: id, dtype: int64",A kitchen is nicely organized and looks very clean.,A kitchen is nicely organized and typically looks very clean.
9585,"1915    489339
Name: id, dtype: int64",A woman is wearing a wetsuit while holding a surfboard.,A woman is wearing a wetsuit while holding a backpack.
9586,"1915    489339
Name: id, dtype: int64",A woman in a wet suite carrying a surf board.,A woman in a wet suite carrying a surf filter.
9587,"1915    489339
Name: id, dtype: int64",A woman walking on the beach holding a surfboard. ,A woman walks on the beach holding a surfboard. 
9588,"1915    489339
Name: id, dtype: int64",female surfer walking carrying surfboard on her side,Naked surfer walking carrying surfboard on her side
9589,"1915    489339
Name: id, dtype: int64",A woman carrying a surfboard on the shore of the beach.,A woman carrying a surfboard on beach the shore of the beach.
9590,"1916    302760
Name: id, dtype: int64",A bathroom sink with a marble counter top under a large mirror.,A bathroom sink with a marble counter piled top under a large mirror.
9591,"1916    302760
Name: id, dtype: int64",An image of a bathroom with a sink and mirror ,An image of a bathroom with a sink window and mirror 
9592,"1916    302760
Name: id, dtype: int64",Soap and a water bottle are on top of a vanity in a teal bathroom.,Soap and a water bottle are on top of a makeshift vanity in a teal bathroom.
9593,"1916    302760
Name: id, dtype: int64",A view of a sink with soap next to it.,A view of getting a sink with soap next to it.
9594,"1916    302760
Name: id, dtype: int64",A bathroom sink with a bottle of hand soap ,A bathroom sink with a pitcher of hand soap 
9595,"1917    489091
Name: id, dtype: int64",A residential bathroom has a modern motel look with upgraded fixtures and accessories.,A residential bathroom has transformed a modern motel look with upgraded fixtures and accessories.
9596,"1917    489091
Name: id, dtype: int64",A small bathroom with a large mirror and single sink vanity.,A small bathroom with a large mirror and attached single sink vanity.
9597,"1917    489091
Name: id, dtype: int64",A white bathroom that has been newly cleaned,A mostly white bathroom that has been newly cleaned
9598,"1917    489091
Name: id, dtype: int64",A bathroom sink next to a white toilet under a large mirror.,A bathroom sink next to a white toilet under a glass large mirror.
9599,"1917    489091
Name: id, dtype: int64",A vanity and toilet are in a bathroom under a mirror.,A drawer and toilet are in a bathroom under a mirror.
9600,"1918    383443
Name: id, dtype: int64","A bathroom with a tub, sinks, lights and a television.","A bathroom with a tub, sinks, showers and a television."
9601,"1918    383443
Name: id, dtype: int64",A large white bathroom with two vanity sinks and a bathtub.,A large white sofa with two vanity sinks and a bathtub.
9602,"1918    383443
Name: id, dtype: int64",A bathroom with a white tub and white cabinets has a black pattern on the floor.,A bathroom with a white tub and white marble has a black pattern on the floor.
9603,"1918    383443
Name: id, dtype: int64","Large white bathroom showing sink, tub, TV, and countertops.","Large white bathroom showing sink, tub, TV, and stereo."
9604,"1918    383443
Name: id, dtype: int64",Deep bathtub displayed in area of large tiled bathroom.,Deep bathtub displayed in rows of large tiled bathroom.
9605,"1919    268831
Name: id, dtype: int64","A bathroom with blue walls, black and white checkered floor, toilet, urinal and bathtub.","A bathroom with wallpaper, black and white checkered floor, toilet, urinal and bathtub."
9606,"1919    268831
Name: id, dtype: int64","A bathroom with bidet, toilet, tub, and a checkerboard floor.","A bathroom with towel, toilet, tub, and a checkerboard floor."
9607,"1919    268831
Name: id, dtype: int64",A very nice looking rest room with a big sink.,A very nice looking rest room with a fancy big sink.
9608,"1919    268831
Name: id, dtype: int64",A black and white tiled floor in a bathroom,A black and snowy white tiled floor in a bathroom
9609,"1919    268831
Name: id, dtype: int64",A bathroom that has a be-day next to the toilet.,A bathroom sticker that has a be-day next to the toilet.
9610,"1920    23666
Name: id, dtype: int64",A toilet and bathtub in a dark room with abnormal plumbing.,A toilet and bathtub in a dark room with private plumbing.
9611,"1920    23666
Name: id, dtype: int64",a bath tub with a toilet beside it,a bath tub with a toilet filling it
9612,"1920    23666
Name: id, dtype: int64",The bathroom is clean and ready to be used. ,The bathroom is relatively clean and ready to be used. 
9613,"1920    23666
Name: id, dtype: int64",This is an old fashioned toilet with the tank high above,This is an old fashioned toilet with the handles high above
9614,"1920    23666
Name: id, dtype: int64",A very old bathroom has dusty toilet and clawfoot tub.,A very different bathroom has dusty toilet and clawfoot tub.
9615,"1921    6213
Name: id, dtype: int64",A shower curtain sits open in an empty and clean bathroom. ,A shower clean curtain sits open in an empty and clean bathroom. 
9616,"1921    6213
Name: id, dtype: int64",a bathroom view of a tub and sink wit mirrors ,a breathtaking bathroom view of a tub and sink wit mirrors 
9617,"1921    6213
Name: id, dtype: int64",Nice and neat clean bathroom with shower in the corner.,Nice and neat clean bathroom with shower hanging in the corner.
9618,"1921    6213
Name: id, dtype: int64","A bathroom has two sinks, a bathtub, and a shower.","A bathroom has two sinks, a bathtub, and a piano."
9619,"1921    6213
Name: id, dtype: int64",The bathroom had a tub with two sinks and a separate shower.,The bathroom had a corridor with two sinks and a separate shower.
9620,"1922    560474
Name: id, dtype: int64",a wax head is looking out of a car window,a wax head is bouncing out of a car window
9621,"1922    560474
Name: id, dtype: int64",A car is shown covered in dental items at a fair.,A car is shown recently covered in dental items at a fair.
9622,"1922    560474
Name: id, dtype: int64",A car driving down a street with a creepy dummy inside of it.,A car driving down a street with a creepy dummy ahead of it.
9623,"1922    560474
Name: id, dtype: int64",Many different items are lined out for display on a table,Ten different items are lined out for display on a table
9624,"1922    560474
Name: id, dtype: int64",A car covered in dolls and doll parts with people in the background.,A car covered deep in dolls and doll parts with people in the background.
9625,"1923    380706
Name: id, dtype: int64",A man riding a motorcycle down a city street.,A man riding a motorcycle sits down a city street.
9626,"1923    380706
Name: id, dtype: int64",A person is riding a motorcycle on a city street.,A person is riding a motorcycle on to a city street.
9627,"1923    380706
Name: id, dtype: int64",Person wearing grey clothing on a motorcycle on a city street. ,Person photographed wearing grey clothing on a motorcycle on a city street. 
9628,"1923    380706
Name: id, dtype: int64",A person is riding a motorcycle around a corner.,A person is riding a motorcycle around a forest corner.
9629,"1923    380706
Name: id, dtype: int64",A young person on a scooter in an urban area.,average young person on a scooter in an urban area.
9630,"1924    304560
Name: id, dtype: int64",A black ct with green eyes sitting in the sun.,white black ct with green eyes sitting in the sun.
9631,"1924    304560
Name: id, dtype: int64",A cat that is staring at the camera.,A cat that vanished is staring at the camera.
9632,"1924    304560
Name: id, dtype: int64",A black cat sitting in a field of grass.,A black cat remains sitting in a field of grass.
9633,"1924    304560
Name: id, dtype: int64",I black cat with yellow eyes sitting in the grass.,I black cat with yellow eyes sitting in the room.
9634,"1924    304560
Name: id, dtype: int64",A black cat is staring directly into the camera. ,A black cat is gazing directly into the camera. 
9635,"1925    312340
Name: id, dtype: int64",A black and white cat sitting on top of leaves.,A black Labrador and white cat sitting on top of leaves.
9636,"1925    312340
Name: id, dtype: int64",Black and White cat laying down in dead leaves.,Black and White cat laying down entangled in dead leaves.
9637,"1925    312340
Name: id, dtype: int64",Black and white cat sitting in leaves outside a window.,Black and white cat sitting in leaves overlooking a window.
9638,"1925    312340
Name: id, dtype: int64",A black and white cat relaxes atop a bunch of leaves,A black and white cat relaxes atop just a bunch of leaves
9639,"1925    312340
Name: id, dtype: int64",A black and white cat laying in green vegetation.,A black and white deer laying in green vegetation.
9640,"1926    175387
Name: id, dtype: int64",Bathroom stall with green door in commercial business.,Bathroom stall with green door in commercial clothing business.
9641,"1926    175387
Name: id, dtype: int64",A green door opens into a toilet stall containing a white toilet bowl.,A nearby door opens into a toilet stall containing a white toilet bowl.
9642,"1926    175387
Name: id, dtype: int64",A white toilet sitting up against a wall.,simple white toilet sitting up against a wall.
9643,"1926    175387
Name: id, dtype: int64",A toilet in a public bathroom with the stall door open ,A toilet in a public bathroom with the stall door torn open 
9644,"1926    175387
Name: id, dtype: int64",A bathroom stall that is open and exposing a toilet.,A bathroom stall lock that is open and exposing a toilet.
9645,"1927    184762
Name: id, dtype: int64",A gold clock with ornate iron hands keeps time on a large clock with roman numerals.,A gold orb with ornate iron hands keeps time on a large clock with roman numerals.
9646,"1927    184762
Name: id, dtype: int64",A close up of the clock face of a grandfather clock.,A close up of the clock face of a grandfather ed clock.
9647,"1927    184762
Name: id, dtype: int64",a close up of an analog clock with roman numerals,a close up of an automated analog clock with roman numerals
9648,"1927    184762
Name: id, dtype: int64",The clock inside the house has a large face. ,The clock inside the house has carved a large face. 
9649,"1927    184762
Name: id, dtype: int64",a large wall clock with an upscale design and roman numerals,a large wall clock with an upscale design twist and roman numerals
9650,"1928    136715
Name: id, dtype: int64",A man on a motorbike rides down the street.,A man on a motorbike walks down the street.
9651,"1928    136715
Name: id, dtype: int64",A policeman on a motorcycle leads the way in a parade.,Spanish policeman on a motorcycle leads the way in a parade.
9652,"1928    136715
Name: id, dtype: int64",A sheriff riding a motorcycle in a parade.,A politician riding a motorcycle in a parade.
9653,"1928    136715
Name: id, dtype: int64",The officer is riding his motorcycle in a busy street.,The officer is riding his motorcycle in a super busy street.
9654,"1928    136715
Name: id, dtype: int64",A police officer on a motorcycle drives through a parade.,A police officer on a motorcycle drives through a mall.
9655,"1929    553094
Name: id, dtype: int64",a fighter het flying up in the air ,a fighter het flying up in open the air 
9656,"1929    553094
Name: id, dtype: int64",Fighter Jet with afterburners on flying almost vertically.,Fighter Jet with afterburners on flying balloons vertically.
9657,"1929    553094
Name: id, dtype: int64",A jet with smoke pouring from its wings.,A jet with rain pouring from its wings.
9658,"1929    553094
Name: id, dtype: int64",A smoking jet going straight up in the sky.,A smoking jet rises straight up in the sky.
9659,"1929    553094
Name: id, dtype: int64",two gray jets are flying next to each other ,two gray jets are flying next two to each other 
9660,"1930    479912
Name: id, dtype: int64",A white airplane parked on a runway under a blue sky.,A white Porsche parked on a runway under a blue sky.
9661,"1930    479912
Name: id, dtype: int64",The loading dock is attached to the side of a four engine airliner.,The loading dock is attached firmly to the side of a four engine airliner.
9662,"1930    479912
Name: id, dtype: int64",A AIRPLANE THAT HAS LANDED ON A RUNWAY YELLOW LINE ,IAL AIRPLANE THAT HAS LANDED ON A RUNWAY YELLOW LINE 
9663,"1930    479912
Name: id, dtype: int64",A large passenger jumbo jet takes passengers on the runway,A sleek passenger jumbo jet takes passengers on the runway
9664,"1930    479912
Name: id, dtype: int64",An airplane with one wing stands motionless on the tarmac.,An elephant with one wing stands motionless on the tarmac.
9665,"1931    214205
Name: id, dtype: int64",a large air plane flying thru the air,a Chinese air plane flying thru the air
9666,"1931    214205
Name: id, dtype: int64",An airplane flying high with a full moon in the background. ,An airplane flying high with brightly a full moon in the background. 
9667,"1931    214205
Name: id, dtype: int64",An airplane is flying in the sky below the moon.,An airplane is found flying in the sky below the moon.
9668,"1931    214205
Name: id, dtype: int64",A airplane coming in for a landing with a full moon above it.,A airplane coming in behind for a landing with a full moon above it.
9669,"1931    214205
Name: id, dtype: int64",A large jet liner flying under the moon.,A large oil liner flying under the moon.
9670,"1932    495054
Name: id, dtype: int64",a big airplane that is on a runway,a big billboard that is on a runway
9671,"1932    495054
Name: id, dtype: int64",a plane lands on a big wide run way,a plane lands on icy wide run way
9672,"1932    495054
Name: id, dtype: int64",A plane is parked in a airport field.,A plane is parked in a Maryland airport field.
9673,"1932    495054
Name: id, dtype: int64",Airplane parked at an airport in the city.,Airplane parked at an airport in the Midlands.
9674,"1932    495054
Name: id, dtype: int64",A plane that is sitting on a tarmac.,Delta plane that is sitting on a tarmac.
9675,"1933    167540
Name: id, dtype: int64",An airplane flying in a cloudy blue sky.,An airplane flying in with a cloudy blue sky.
9676,"1933    167540
Name: id, dtype: int64",A small engine plane flying over in the blue sky.,A small engine plane flying over in mid the blue sky.
9677,"1933    167540
Name: id, dtype: int64",A plane flying through a clear blue sky. ,A plane flying through a faint blue sky. 
9678,"1933    167540
Name: id, dtype: int64",an airplane flying overhead in a blue sky,an airplane disappearing in a blue sky
9679,"1933    167540
Name: id, dtype: int64",The underside white and blue plane in sky.,The underside white skies and blue plane in sky.
9680,"1934    543528
Name: id, dtype: int64",A big plane flying low  on a cloudy sky,A big plane flying low  on a cloudy nighttime sky
9681,"1934    543528
Name: id, dtype: int64",The underside of an airplane taking off into the cloudy sky.,The underside of nearly an airplane taking off into the cloudy sky.
9682,"1934    543528
Name: id, dtype: int64",An airplane flying high in the sky ,An airplane flying high in the upper sky 
9683,"1934    543528
Name: id, dtype: int64",a airplane that is flying through the sky,a airplane that is blowing through the sky
9684,"1934    543528
Name: id, dtype: int64",A plane soars hundreds of feet in the air.,giant plane soars hundreds of feet in the air.
9685,"1935    424776
Name: id, dtype: int64",a grey colored jet plane flying over a snowy mountain range.,a grey colored butterfly flying over a snowy mountain range.
9686,"1935    424776
Name: id, dtype: int64",A silver jet is flying high in the sky above the clouds.,A silver star is flying high in the sky above the clouds.
9687,"1935    424776
Name: id, dtype: int64",A jet fighter flying through the sky above a snow covered mountain.,A jet fighter flying through the sky above a rolling snow covered mountain.
9688,"1935    424776
Name: id, dtype: int64",An airplane with the Swiss flag symbol is flying through the mountains.,An airplane flying with the Swiss flag symbol is flying through the mountains.
9689,"1935    424776
Name: id, dtype: int64",An 023 airplane flying solo above blue terrain.,An elf flying solo above blue terrain.
9690,"1936    162858
Name: id, dtype: int64",cars setting at traffic light leading to capitol building,cars setting stage at traffic light leading to capitol building
9691,"1936    162858
Name: id, dtype: int64",A line of cars stopped at a red light in a large city.,A parade of cars stopped at a red light in a large city.
9692,"1936    162858
Name: id, dtype: int64",Cars waiting at a red traffic light with a dome shaped building in the distance.,Cars waiting at a red traffic light with a dome flashing in the distance.
9693,"1936    162858
Name: id, dtype: int64",A city street filled with lots of cars.,A city street riddled with lots of cars.
9694,"1936    162858
Name: id, dtype: int64",Cars are stopped at a stop light by the capital.,Cars are driven at a stop light by the capital.
9695,"1937    255917
Name: id, dtype: int64",A cluster of traffic driving towards a capital building.,A cluster of traffic pilgrims driving towards a capital building.
9696,"1937    255917
Name: id, dtype: int64",Many cars are waiting in traffic at a stop light.,Many cars are waiting in traffic at a railroad stop light.
9697,"1937    255917
Name: id, dtype: int64",Some cars on a road with some buildings to the side,Some cars on a road with another some buildings to the side
9698,"1937    255917
Name: id, dtype: int64",A group of cars on a street with a domed building in the background.,A group of cars on gravel with a domed building in the background.
9699,"1937    255917
Name: id, dtype: int64",Traffic stopped at an intersection waiting for the light to turn green.,Traffic stopped at an intersection waiting for the light to momentarily turn green.
9700,"1938    232538
Name: id, dtype: int64",A yellow and blue train is next to an overhang.,A yellow and blue train is next to an overturned overhang.
9701,"1938    232538
Name: id, dtype: int64",A train sits on the track at a deserted station overlooked by a tower.,A train sits on the track rails at a deserted station overlooked by a tower.
9702,"1938    232538
Name: id, dtype: int64",A colorful train stopped at a train station.,A colorful train stopped at a train tunnel station.
9703,"1938    232538
Name: id, dtype: int64",A passenger train stopped near a train station.,A passenger train stopped near Newark a train station.
9704,"1938    232538
Name: id, dtype: int64",A train is pulling into the train station.,A train employee is pulling into the train station.
9705,"1939    13348
Name: id, dtype: int64",a large air plane on a terminal ,a rather large air plane on a terminal 
9706,"1939    13348
Name: id, dtype: int64",The humongous twin engine airliner is being loaded. ,The humongous twin engine airliner engine is being loaded. 
9707,"1939    13348
Name: id, dtype: int64",A JAL jetliner on the tarmac at an airport.,A JAL P on the tarmac at an airport.
9708,"1939    13348
Name: id, dtype: int64",A large plane is parked at the airport.,A large plane is parked at the Paris airport.
